1780-06-16-en-bip39-green-alert-barracuda-encode
abandon|7314 	ability|7448 	able|7309 	about|6644 	above|6584 	absent|5713 	
absorb|5647 	abstract|6978 	absurd|6255 	abuse|6394 	access|5626 	accident|6590 	
account|6025 	accuse|6894 	achieve|5839 	acid|6385 	acoustic|6154 	acquire|6299 	
across|7105 	action|5460 	actor|6890 	actress|5878 	actual|6525 	act|6626 	
adapt|5923 	addict|6499 	address|5779 	add|6062 	adjust|5604 	admit|7192 	
adult|7382 	advance|5569 	advice|6637 	aerobic|5609 	affair|6287 	afford|6854 	
afraid|5709 	again|6957 	agent|5773 	age|5612 	agree|7405 	ahead|7056 	
aim|6202 	airport|5987 	air|5453 	aisle|7126 	alarm|5902 	album|7240 	
alcohol|5925 	alert|6602 	alien|5436 	alley|6008 	allow|6100 	all|6279 	
almost|6555 	alone|5523 	alpha|7393 	already|5622 	also|5940 	alter|5879 	
always|6505 	amateur|5918 	amazing|6059 	among|6280 	amount|7103 	amused|5753 	
analyst|6421 	anchor|6250 	ancient|6587 	anger|7434 	angle|5543 	angry|6056 	
animal|5982 	ankle|6477 	announce|5787 	annual|6211 	another|5634 	answer|7047 	
antenna|7357 	antique|6708 	anxiety|6117 	any|6693 	apart|7096 	apology|5473 	
appear|5493 	apple|5724 	approve|6111 	april|6608 	arch|6258 	arctic|5620 	
area|6711 	arena|6130 	argue|6260 	armed|5481 	armor|6332 	army|5698 	
arm|6309 	around|6560 	arrange|5874 	arrest|5797 	arrive|6400 	arrow|7023 	
artefact|7396 	artist|7401 	artwork|6003 	art|6077 	ask|6574 	aspect|6774 	
assault|5873 	asset|6325 	assist|5704 	assume|5875 	asthma|5653 	athlete|6914 	
atom|7234 	attack|6106 	attend|6682 	attitude|5841 	attract|6545 	auction|7305 	
audit|6768 	august|5951 	aunt|6764 	author|5563 	auto|7180 	autumn|6694 	
average|5910 	avocado|6487 	avoid|5488 	awake|5502 	aware|6782 	away|5772 	
awesome|5495 	awful|6501 	awkward|6207 	axis|5501 	baby|6799 	bachelor|6463 	
bacon|6725 	badge|6995 	bag|5576 	balance|6680 	balcony|6129 	ball|7232 	
bamboo|6632 	banana|6085 	banner|7457 	barely|6232 	bargain|6669 	barrel|6947 	
bar|5534 	base|5594 	basic|7363 	basket|7243 	battle|6145 	beach|6395 	
bean|6053 	beauty|6496 	because|6747 	become|7290 	beef|5863 	before|5946 	
begin|7417 	behave|7308 	behind|7153 	believe|6527 	below|5586 	belt|6404 	
bench|6424 	benefit|6679 	best|5738 	betray|5466 	better|7017 	between|5526 	
beyond|5997 	bicycle|6411 	bid|7155 	bike|6781 	bind|5969 	biology|5756 	
bird|5630 	birth|6310 	bitter|5906 	black|6229 	blade|6338 	blame|5624 	
blanket|7292 	blast|6342 	bleak|5584 	bless|5561 	blind|7197 	blood|6135 	
blossom|6807 	blouse|6838 	blue|5628 	blur|5475 	blush|6007 	board|5993 	
boat|5548 	body|5445 	boil|6736 	bomb|6303 	bone|6079 	bonus|7320 	
book|6785 	boost|6938 	border|5912 	boring|6453 	borrow|5589 	boss|5611 	
bottom|7453 	bounce|6953 	box|5780 	boy|7020 	bracket|5559 	brain|6204 	
brand|5435 	brass|6830 	brave|6718 	bread|5444 	breeze|7106 	brick|7076 	
bridge|5763 	brief|7265 	bright|6261 	bring|7195 	brisk|6706 	broccoli|5663 	
broken|7384 	bronze|6503 	broom|5759 	brother|7133 	brown|6917 	brush|6658 	
bubble|5640 	buddy|5733 	budget|7050 	buffalo|7468 	build|7120 	bulb|5708 	
bulk|5659 	bullet|7404 	bundle|5665 	bunker|6579 	burden|5498 	burger|7203 	
burst|6206 	business|6174 	busy|6659 	bus|7281 	butter|6119 	buyer|6264 	
buzz|6274 	cabbage|7388 	cabin|6777 	cable|5542 	cactus|5676 	cage|6439 	
cake|5615 	call|5516 	calm|5469 	camera|6533 	camp|6654 	canal|7003 	
cancel|7179 	candy|7346 	cannon|6372 	canoe|6798 	canvas|5437 	canyon|6139 	
can|6950 	capable|6829 	capital|7177 	captain|5804 	carbon|6162 	card|7358 	
cargo|6925 	carpet|5818 	carry|6399 	cart|6373 	car|6826 	case|6101 	
cash|7475 	casino|7421 	castle|6858 	casual|5770 	catalog|5572 	catch|6044 	
category|6033 	cattle|6974 	cat|6312 	caught|5966 	cause|7397 	caution|6882 	
cave|5457 	ceiling|6272 	celery|6051 	cement|6685 	census|7477 	century|7140 	
cereal|6374 	certain|6094 	chair|5686 	chalk|5785 	champion|5483 	change|6648 	
chaos|7216 	chapter|5842 	charge|7374 	chase|6610 	chat|5814 	cheap|6198 	
check|6233 	cheese|7335 	chef|6989 	cherry|5635 	chest|6696 	chicken|6794 	
chief|6118 	child|7353 	chimney|7248 	choice|6812 	choose|5734 	chronic|7465 	
chuckle|5476 	chunk|6660 	churn|7161 	cigar|7318 	cinnamon|7118 	circle|7432 	
citizen|7256 	city|6371 	civil|6903 	claim|6795 	clap|6753 	clarify|7132 	
claw|7403 	clay|7087 	clean|6620 	clerk|6681 	clever|5619 	click|7184 	
client|6593 	cliff|5565 	climb|5775 	clinic|7165 	clip|7458 	clock|7174 	
clog|7364 	close|6916 	cloth|6969 	cloud|6494 	clown|5454 	club|7158 	
clump|6355 	cluster|7257 	clutch|5455 	coach|6832 	coast|6823 	coconut|5474 	
code|6489 	coffee|7436 	coil|6235 	coin|6534 	collect|6430 	color|6364 	
column|6165 	combine|6351 	come|7142 	comfort|5683 	comic|5870 	common|7117 	
company|5926 	concert|6042 	conduct|7065 	confirm|6839 	congress|6879 	connect|6639 	
consider|6569 	control|7213 	convince|7143 	cook|5726 	cool|6210 	copper|5975 	
copy|6984 	coral|6458 	core|6339 	corn|6771 	correct|5582 	cost|6156 	
cotton|6642 	couch|6796 	country|6301 	couple|7390 	course|6959 	cousin|6586 	
cover|6684 	coyote|6194 	crack|7083 	cradle|6918 	craft|5774 	cram|5496 	
crane|6265 	crash|6666 	crater|6975 	crawl|6987 	crazy|6252 	cream|6803 	
credit|7326 	creek|5806 	crew|5521 	cricket|5533 	crime|5751 	crisp|6297 	
critic|7429 	crop|7298 	cross|7372 	crouch|6912 	crowd|6200 	crucial|6819 	
cruel|6409 	cruise|6677 	crumble|5745 	crunch|5801 	crush|6348 	crystal|6506 	
cry|5651 	cube|6606 	culture|7246 	cupboard|7006 	cup|5517 	curious|5539 	
current|6507 	curtain|5884 	curve|6702 	cushion|7310 	custom|5478 	cute|7116 	
cycle|6277 	dad|5645 	damage|5456 	damp|5537 	dance|5887 	danger|6553 	
daring|7366 	dash|6437 	daughter|6065 	dawn|5791 	day|6434 	deal|6197 	
debate|7420 	debris|5757 	decade|5438 	december|6306 	decide|6335 	decline|6853 	
decorate|6390 	decrease|5570 	deer|7449 	defense|6923 	define|6583 	defy|5816 	
degree|6929 	delay|6304 	deliver|6192 	demand|7027 	demise|6786 	denial|6029 	
dentist|5973 	deny|6907 	depart|5685 	depend|6707 	deposit|5907 	depth|6159 	
deputy|5723 	derive|5434 	describe|6863 	desert|7082 	design|6149 	desk|5896 	
despair|7097 	destroy|6291 	detail|6596 	detect|5719 	develop|6976 	device|7349 	
devote|5809 	diagram|6856 	dial|5487 	diamond|6114 	diary|5916 	dice|5546 	
diesel|6899 	diet|5680 	differ|6180 	digital|7431 	dignity|6800 	dilemma|6739 	
dinner|6928 	dinosaur|7029 	direct|7359 	dirt|5623 	disagree|5468 	discover|7463 	
disease|7111 	dish|5560 	dismiss|6927 	disorder|7199 	display|7437 	distance|5492 	
divert|6735 	divide|7472 	divorce|5971 	dizzy|6320 	doctor|6825 	document|6163 	
dog|6695 	doll|6772 	dolphin|6402 	domain|6240 	donate|5701 	donkey|5692 	
donor|5596 	door|6193 	dose|6184 	double|5778 	dove|6386 	draft|6474 	
dragon|6124 	drama|5750 	drastic|7450 	draw|6069 	dream|5956 	dress|5872 	
drift|6110 	drill|6860 	drink|5844 	drip|5447 	drive|5958 	drop|5558 	
drum|5667 	dry|6476 	duck|7244 	dumb|6166 	dune|6254 	during|7241 	
dust|5900 	dutch|5527 	duty|6415 	dwarf|5575 	dynamic|5739 	eager|7141 	
eagle|5810 	early|6843 	earn|5536 	earth|5591 	easily|7215 	east|6892 	
easy|5618 	echo|7294 	ecology|7149 	economy|7239 	edge|7085 	edit|7386 	
educate|6022 	effort|5952 	egg|6784 	eight|7128 	either|6617 	elbow|7413 	
elder|5608 	electric|6246 	elegant|6755 	element|6562 	elephant|5699 	elevator|7254 	
elite|7181 	else|6779 	embark|6133 	embody|7301 	embrace|5857 	emerge|6635 	
emotion|6537 	employ|6665 	empower|5862 	empty|5689 	enable|6933 	enact|5813 	
endless|7325 	endorse|5661 	end|6468 	enemy|6366 	energy|7178 	enforce|6045 	
engage|5974 	engine|6273 	enhance|6013 	enjoy|5727 	enlist|7275 	enough|6245 	
enrich|6575 	enroll|5938 	ensure|5629 	enter|6896 	entire|7084 	entry|5913 	
envelope|7198 	episode|5458 	equal|7145 	equip|6213 	erase|7280 	era|5638 	
erode|5696 	erosion|5514 	error|7361 	erupt|5828 	escape|5905 	essay|5882 	
essence|6646 	estate|6964 	eternal|7267 	ethics|6873 	evidence|5921 	evil|6638 	
evoke|6228 	evolve|5451 	exact|6179 	example|5507 	excess|6530 	exchange|6393 	
excite|6748 	exclude|7344 	excuse|5717 	execute|6049 	exercise|6906 	exhaust|5657 	
exhibit|6556 	exile|7379 	exist|5450 	exit|5803 	exotic|7459 	expand|6862 	
expect|7262 	expire|6865 	explain|6671 	expose|5994 	express|5642 	extend|5714 	
extra|6797 	eyebrow|7377 	eye|6895 	fabric|7302 	face|6138 	faculty|7004 	
fade|6921 	faint|5472 	faith|7356 	fall|7410 	false|6436 	fame|5567 	
family|7080 	famous|6993 	fancy|6884 	fantasy|7352 	fan|7249 	farm|6286 	
fashion|5744 	fatal|5817 	father|6924 	fatigue|5694 	fat|5511 	fault|5632 	
favorite|5776 	feature|5621 	february|5654 	federal|7250 	feed|6046 	feel|5600 	
fee|5504 	female|6961 	fence|6724 	festival|6097 	fetch|5897 	fever|7139 	
few|6346 	fiber|5891 	fiction|6789 	field|6050 	figure|5903 	file|5479 	
film|6719 	filter|6313 	final|7214 	find|6986 	fine|6183 	finger|5945 	
finish|5860 	fire|7461 	firm|5758 	first|6009 	fiscal|6744 	fish|7236 	
fitness|6132 	fit|6209 	fix|7134 	flag|5530 	flame|7469 	flash|6221 	
flat|5746 	flavor|7247 	flee|5679 	flight|5970 	flip|5636 	float|6783 	
flock|6670 	floor|6266 	flower|5883 	fluid|7089 	flush|6591 	fly|7383 	
foam|7237 	focus|7031 	fog|6508 	foil|6120 	fold|5705 	follow|6147 	
food|7328 	foot|6401 	force|6454 	forest|6713 	forget|6934 	fork|6628 	
fortune|5789 	forum|5861 	forward|5557 	fossil|6743 	foster|6168 	found|7060 	
fox|5898 	fragile|7098 	frame|7157 	frequent|7266 	fresh|5781 	friend|7276 	
fringe|5540 	frog|7324 	front|5578 	frost|7430 	frown|6032 	frozen|6904 	
fruit|5441 	fuel|6314 	funny|5915 	fun|6874 	furnace|5482 	fury|6063 	
future|5593 	gadget|6450 	gain|5798 	galaxy|5443 	gallery|6913 	game|5794 	
gap|6011 	garage|6452 	garbage|6667 	garden|5672 	garlic|7271 	garment|5933 	
gasp|5452 	gas|7034 	gate|6698 	gather|6462 	gauge|6517 	gaze|6745 	
general|6354 	genius|6653 	genre|5728 	gentle|7119 	genuine|5671 	gesture|5614 	
ghost|6171 	giant|6231 	gift|6709 	giggle|6845 	ginger|6275 	giraffe|5783 	
girl|7317 	give|6848 	glad|7146 	glance|5886 	glare|6791 	glass|5655 	
glide|5718 	glimpse|6539 	globe|6661 	gloom|6551 	glory|7055 	glove|7187 	
glow|5606 	glue|5664 	goat|6127 	goddess|6763 	gold|7223 	good|5936 	
goose|6340 	gorilla|6880 	gospel|5967 	gossip|5930 	govern|5976 	gown|5830 	
grab|7220 	grace|7189 	grain|6727 	grant|6535 	grape|7304 	grass|6271 	
gravity|6542 	great|6967 	green|6599 	grid|6227 	grief|6568 	grit|5792 	
grocery|5922 	group|5465 	grow|6460 	grunt|7376 	guard|6249 	guess|5649 	
guide|6611 	guilt|6201 	guitar|7438 	gun|6072 	gym|6071 	habit|6365 	
hair|7035 	half|6302 	hammer|7101 	hamster|7337 	hand|6625 	happy|7351 	
harbor|6160 	hard|5583 	harsh|5963 	harvest|7279 	hat|5660 	have|6935 	
hawk|5805 	hazard|5710 	head|7423 	health|5592 	heart|7416 	heavy|6216 	
hedgehog|6104 	height|6105 	hello|6239 	helmet|6408 	help|7338 	hen|5984 	
hero|5927 	hidden|7019 	high|6061 	hill|6323 	hint|6769 	hip|7340 	
hire|7032 	history|7378 	hobby|6939 	hockey|5824 	hold|6721 	hole|6701 	
holiday|5506 	hollow|5821 	home|6075 	honey|6495 	hood|7411 	hope|5928 	
horn|5876 	horror|5917 	horse|7387 	hospital|7451 	host|6982 	hotel|5573 	
hour|5644 	hover|6108 	hub|5670 	huge|7044 	human|6444 	humble|6344 	
humor|6128 	hundred|7454 	hungry|5867 	hunt|7283 	hurdle|7164 	hurry|7407 	
hurt|5491 	husband|5678 	hybrid|6405 	ice|6526 	icon|7224 	idea|5668 	
identify|7167 	idle|6885 	ignore|7442 	illegal|6151 	illness|6208 	ill|7005 	
image|6891 	imitate|5819 	immense|6026 	immune|6657 	impact|5513 	impose|7046 	
improve|6962 	impulse|7313 	inch|7319 	include|5854 	income|6605 	increase|6293 	
index|6540 	indicate|6000 	indoor|5646 	industry|5639 	infant|6256 	inflict|6189 	
inform|7147 	inhale|6095 	inherit|7122 	initial|5820 	inject|6851 	injury|6038 	
inmate|6920 	inner|6751 	innocent|6754 	input|6814 	inquiry|5494 	insane|7330 	
insect|6576 	inside|6872 	inspire|6749 	install|6326 	intact|6321 	interest|5552 	
into|6558 	invest|7185 	invite|5796 	involve|5827 	iron|7048 	island|7193 	
isolate|6048 	issue|7156 	item|5442 	ivory|5528 	jacket|6810 	jaguar|5953 	
