1780-01-23-en-bip39-yellow-frightened-reindeer-encode
abandon|5766 	ability|5515 	able|7229 	about|6459 	above|5945 	absent|6616 	
absorb|6166 	abstract|6353 	absurd|5621 	abuse|5803 	access|6714 	accident|5871 	
account|6375 	accuse|5634 	achieve|5536 	acid|5453 	acoustic|5617 	acquire|6871 	
across|7150 	action|5770 	actor|7359 	actress|5739 	actual|5842 	act|6243 	
adapt|7212 	addict|7233 	address|6084 	add|7423 	adjust|6004 	admit|7377 	
adult|6346 	advance|6306 	advice|6495 	aerobic|7289 	affair|7191 	afford|6070 	
afraid|7033 	again|5544 	agent|5710 	age|7070 	agree|7287 	ahead|6212 	
aim|7478 	airport|7094 	air|5870 	aisle|5612 	alarm|6913 	album|5859 	
alcohol|6100 	alert|6258 	alien|6372 	alley|6124 	allow|6236 	all|7153 	
almost|6700 	alone|5760 	alpha|5632 	already|7431 	also|6036 	alter|6132 	
always|6432 	amateur|6341 	amazing|6942 	among|7054 	amount|7001 	amused|5683 	
analyst|5781 	anchor|5726 	ancient|5480 	anger|6872 	angle|6783 	angry|7261 	
animal|7430 	ankle|5851 	announce|6533 	annual|7419 	another|5527 	answer|5493 	
antenna|6657 	antique|5985 	anxiety|6583 	any|7133 	apart|6147 	apology|5535 	
appear|7402 	apple|6065 	approve|5826 	april|6909 	arch|6983 	arctic|7071 	
area|6494 	arena|6875 	argue|7025 	armed|7351 	armor|6837 	army|7425 	
arm|7413 	around|5640 	arrange|7385 	arrest|6993 	arrive|6568 	arrow|6238 	
artefact|6138 	artist|5899 	artwork|5472 	art|5738 	ask|5599 	aspect|6112 	
assault|5560 	asset|6929 	assist|6234 	assume|6319 	asthma|5712 	athlete|5938 	
atom|5519 	attack|6773 	attend|5576 	attitude|5529 	attract|5610 	auction|6349 	
audit|6411 	august|6979 	aunt|6471 	author|6009 	auto|6879 	autumn|5494 	
average|6807 	avocado|6160 	avoid|6684 	awake|5861 	aware|6789 	away|6566 	
awesome|7424 	awful|5485 	awkward|6463 	axis|7112 	baby|6030 	bachelor|5642 	
bacon|5497 	badge|6693 	bag|5587 	balance|5439 	balcony|7447 	ball|6702 	
bamboo|6311 	banana|6492 	banner|6157 	barely|6960 	bargain|6985 	barrel|6330 	
bar|6379 	base|6400 	basic|6586 	basket|7097 	battle|5740 	beach|7040 	
bean|5743 	beauty|7098 	because|5603 	become|5589 	beef|6946 	before|5805 	
begin|7272 	behave|6653 	behind|7237 	believe|5481 	below|7011 	belt|5516 	
