1780-02-20-en-bip39-black-brainy-beaver-encode
abandon|7191 	ability|6631 	able|5934 	about|5778 	above|5910 	absent|6272 	
absorb|7434 	abstract|5567 	absurd|6769 	abuse|6090 	access|6495 	accident|6594 	
account|7114 	accuse|7355 	achieve|7097 	acid|5804 	acoustic|7067 	acquire|6111 	
across|6188 	action|6643 	actor|7278 	actress|7360 	actual|5809 	act|6630 	
adapt|6269 	addict|5724 	address|6048 	add|6220 	adjust|6706 	admit|6455 	
adult|6117 	advance|7227 	advice|6629 	aerobic|5655 	affair|6791 	afford|6987 	
afraid|6153 	again|6348 	agent|6568 	age|6327 	agree|5830 	ahead|7478 	
aim|7359 	airport|5611 	air|7319 	aisle|5773 	alarm|6863 	album|6004 	
alcohol|7218 	alert|5680 	alien|7383 	alley|6163 	allow|6177 	all|5739 	
almost|6116 	alone|5615 	alpha|5535 	already|5855 	also|7162 	alter|5794 	
always|6558 	amateur|6934 	amazing|7189 	among|7199 	amount|7479 	amused|5828 	
analyst|6328 	anchor|6892 	ancient|6702 	anger|6198 	angle|6242 	angry|6387 	
animal|6555 	ankle|6396 	announce|6125 	annual|6142 	another|7370 	answer|5619 	
antenna|7287 	antique|6222 	anxiety|7077 	any|6460 	apart|5651 	apology|7339 	
appear|5447 	apple|7256 	approve|7011 	april|5992 	arch|5641 	arctic|6846 	
area|6135 	arena|5500 	argue|6382 	armed|6259 	armor|6974 	army|7192 	
arm|5608 	around|5791 	arrange|5464 	arrest|5699 	arrive|7136 	arrow|5740 	
artefact|7419 	artist|6494 	artwork|6948 	art|6285 	ask|6727 	aspect|5764 	
assault|6694 	asset|6976 	assist|5888 	assume|6234 	asthma|5987 	athlete|6367 	
atom|5510 	attack|7457 	attend|5714 	attitude|6398 	attract|7452 	auction|5596 	
audit|5461 	august|7461 	aunt|7475 	author|6602 	auto|7101 	autumn|7012 	
average|5586 	avocado|5731 	avoid|6578 	awake|6717 	aware|6748 	away|6324 	
awesome|7061 	awful|5971 	awkward|5846 	axis|5706 	baby|7267 	bachelor|7194 	
bacon|6335 	badge|5926 	bag|5862 	balance|6775 	balcony|6911 	ball|6597 	
bamboo|6676 	banana|5652 	banner|6325 	barely|5837 	bargain|6946 	barrel|5908 	
bar|5929 	base|7356 	basic|5883 	basket|6119 	battle|5784 	beach|6409 	
bean|6655 	beauty|5528 	because|7182 	become|5571 	beef|6283 	before|7401 	
begin|6020 	behave|7151 	behind|5704 	believe|6927 	below|5469 	belt|5449 	
bench|6365 	benefit|5458 	best|5765 	betray|6256 	better|6169 	between|5434 	
