1780-06-20-en-bip39-purple-crowded-constrictor-encode
abandon|5510 	ability|6332 	able|6019 	about|7241 	above|5735 	absent|6130 	
absorb|7431 	abstract|5558 	absurd|6457 	abuse|6002 	access|7449 	accident|6494 	
account|5641 	accuse|5445 	achieve|6442 	acid|6355 	acoustic|7140 	acquire|6101 	
across|5718 	action|5979 	actor|6947 	actress|6426 	actual|6606 	act|7226 	
adapt|7313 	addict|6852 	address|6390 	add|6290 	adjust|6092 	admit|6850 	
adult|5607 	advance|5700 	advice|6005 	aerobic|5679 	affair|6453 	afford|7169 	
afraid|5853 	again|6998 	agent|7285 	age|5858 	agree|5907 	ahead|6860 	
aim|7153 	airport|5658 	air|5837 	aisle|6617 	alarm|6817 	album|7131 	
alcohol|6583 	alert|5854 	alien|5476 	alley|6289 	allow|6902 	all|6132 	
almost|7370 	alone|7148 	alpha|6464 	already|5701 	also|7193 	alter|6126 	
always|7212 	amateur|7453 	amazing|7441 	among|6609 	amount|6036 	amused|5511 	
analyst|6434 	anchor|6232 	ancient|6809 	anger|5851 	angle|6966 	angry|6972 	
animal|6595 	ankle|6596 	announce|6547 	annual|6188 	another|7401 	answer|5912 	
antenna|5675 	antique|6180 	anxiety|5566 	any|6696 	apart|5879 	apology|5528 	
appear|7427 	apple|5823 	approve|6383 	april|6707 	arch|5530 	arctic|6106 	
area|5787 	arena|5745 	argue|7269 	armed|6040 	armor|5590 	army|6337 	
arm|7004 	around|7319 	arrange|6977 	arrest|5710 	arrive|5872 	arrow|5968 	
artefact|6675 	artist|7312 	artwork|6278 	art|5724 	ask|5655 	aspect|7156 	
assault|6918 	asset|6356 	assist|5451 	assume|6686 	asthma|7265 	athlete|6728 	
atom|5680 	attack|6643 	attend|6169 	attitude|6292 	attract|5494 	auction|6722 	
audit|6926 	august|7120 	aunt|5523 	author|5468 	auto|7256 	autumn|5767 	
average|7473 	avocado|7171 	avoid|6244 	awake|6920 	aware|7014 	away|6230 	
awesome|6424 	awful|7057 	awkward|5733 	axis|6620 	baby|6955 	bachelor|5890 	
bacon|5898 	badge|6521 	bag|7210 	balance|5501 	balcony|5704 	ball|5506 	
bamboo|6205 	banana|5800 	banner|7191 	barely|5943 	bargain|6458 	barrel|7206 	
bar|5744 	base|5553 	basic|7372 	basket|5859 	battle|7457 	beach|7315 	
bean|6873 	beauty|7231 	because|7394 	become|5469 	beef|6334 	before|6967 	
begin|6511 	behave|6503 	behind|5722 	believe|6708 	below|6091 	belt|6033 	
bench|7458 	benefit|6892 	best|7229 	betray|5538 	better|5895 	between|7091 	
beyond|7337 	bicycle|6375 	bid|7104 	bike|6836 	bind|6097 	biology|6693 	
bird|6256 	birth|6993 	bitter|6439 	black|6941 	blade|6048 	blame|6815 	
blanket|7329 	blast|6233 	bleak|7179 	bless|6767 	blind|5894 	blood|6358 	
blossom|6653 	blouse|5508 	blue|6756 	blur|6923 	blush|6074 	board|5818 	
boat|6874 	body|7108 	boil|7049 	bomb|6288 	bone|7185 	bonus|6883 	
book|6723 	boost|7321 	border|5923 	boring|5911 	borrow|6833 	boss|6963 	
bottom|7160 	bounce|7426 	box|7175 	boy|6928 	bracket|6469 	brain|7393 	
brand|5631 	brass|6784 	brave|5844 	bread|6199 	breeze|6220 	brick|6672 	
bridge|5732 	brief|5904 	bright|5579 	bring|5947 	brisk|6032 	broccoli|5534 	
broken|7446 	bronze|6732 	broom|6172 	brother|5719 	brown|5803 	brush|6914 	
bubble|5997 	buddy|6743 	budget|7042 	buffalo|5906 	build|7379 	bulb|6841 	
bulk|7041 	bullet|5824 	bundle|6296 	bunker|5914 	burden|7168 	burger|5448 	
burst|5849 	business|6084 	busy|7150 	bus|6678 	butter|5526 	buyer|5974 	
buzz|7245 	cabbage|6281 	cabin|6085 	cable|6739 	cactus|6913 	cage|6807 	
cake|6372 	call|6359 	calm|5595 	camera|5772 	camp|6633 	canal|6769 	
cancel|7053 	candy|6089 	cannon|5635 	canoe|5926 	canvas|6022 	canyon|5708 	
can|5656 	capable|6187 	capital|5962 	captain|6403 	carbon|6748 	card|5899 	
cargo|5973 	carpet|6049 	carry|7445 	cart|6227 	car|5600 	case|7349 	
cash|5664 	casino|5637 	castle|6076 	casual|6995 	catalog|5691 	catch|7027 	
category|6272 	cattle|6551 	cat|6436 	caught|5514 	cause|5698 	caution|5867 	
cave|6846 	ceiling|6656 	celery|6054 	cement|6263 	census|7097 	century|6752 	
cereal|7080 	certain|6979 	chair|7293 	chalk|6135 	champion|5521 	change|6198 	
chaos|6364 	chapter|7240 	charge|6682 	chase|6052 	chat|7189 	cheap|6720 	
check|6755 	cheese|7170 	chef|6632 	cherry|5755 	chest|6550 	chicken|5753 	
chief|6489 	child|5546 	chimney|6361 	choice|7462 	choose|7418 	chronic|6864 	
chuckle|6162 	chunk|7417 	churn|6112 	cigar|6068 	cinnamon|5777 	circle|6485 	
