1780-10-29-en-bip39-yellow-defiant-cod-encode
abandon|7243 	ability|7270 	able|7468 	about|7127 	above|5572 	absent|6693 	
absorb|6635 	abstract|6444 	absurd|6678 	abuse|7079 	access|5540 	accident|6859 	
account|6398 	accuse|7372 	achieve|6050 	acid|6520 	acoustic|7058 	acquire|5814 	
across|6282 	action|5591 	actor|6327 	actress|6414 	actual|6987 	act|5490 	
adapt|7000 	addict|6010 	address|7065 	add|6633 	adjust|6980 	admit|7095 	
adult|6574 	advance|6069 	advice|6577 	aerobic|5904 	affair|6566 	afford|5680 	
afraid|5755 	again|6369 	agent|7045 	age|6168 	agree|6592 	ahead|7454 	
aim|7329 	airport|6491 	air|5750 	aisle|6581 	alarm|7215 	album|6907 	
alcohol|5839 	alert|6165 	alien|7461 	alley|7007 	allow|6686 	all|5827 	
almost|6231 	alone|5811 	alpha|6485 	already|7292 	also|6341 	alter|5439 	
always|6886 	amateur|7174 	amazing|6708 	among|7276 	amount|5757 	amused|5832 	
analyst|6170 	anchor|6197 	ancient|7419 	anger|6339 	angle|5969 	angry|6227 	
animal|6407 	ankle|6600 	announce|6185 	annual|7441 	another|5441 	answer|5664 	
antenna|6824 	antique|7062 	anxiety|5479 	any|6975 	apart|6646 	apology|7457 	
appear|6075 	apple|5504 	approve|5622 	april|7138 	arch|6613 	arctic|5611 	
area|6505 	arena|5747 	argue|7427 	armed|6885 	armor|6337 	army|5729 	
arm|6555 	around|5687 	arrange|6158 	arrest|6122 	arrive|7383 	arrow|6135 	
artefact|6205 	artist|5454 	artwork|7211 	art|7229 	ask|7385 	aspect|6983 	
assault|6625 	asset|5558 	assist|5883 	assume|7026 	asthma|5513 	athlete|5848 	
atom|6405 	attack|5953 	attend|7373 	attitude|5879 	attract|5472 	auction|6312 	
audit|7077 	august|5859 	aunt|6939 	author|7032 	auto|6976 	autumn|6846 	
average|7191 	avocado|5885 	avoid|6157 	awake|7171 	aware|5785 	away|5488 	
awesome|6515 	awful|6210 	awkward|6671 	axis|6643 	baby|7246 	bachelor|5865 	
bacon|6762 	badge|6376 	bag|6557 	balance|6538 	balcony|6919 	ball|7400 	
