2003-10-02-en-bip39-orange-brave-bat-encode
abandon|6877 	ability|5576 	able|6790 	about|5461 	above|5495 	absent|6360 	
absorb|6510 	abstract|7358 	absurd|6740 	abuse|6857 	access|6965 	accident|7448 	
account|7330 	accuse|5518 	achieve|5759 	acid|5833 	acoustic|5553 	acquire|7374 	
across|5964 	action|6155 	actor|6677 	actress|7339 	actual|5445 	act|6994 	
adapt|6980 	addict|6676 	address|6111 	add|7357 	adjust|6808 	admit|7075 	
adult|7224 	advance|5598 	advice|7006 	aerobic|6020 	affair|6464 	afford|6538 	
afraid|6452 	again|5819 	agent|6313 	age|7333 	agree|6093 	ahead|7444 	
aim|5834 	airport|5597 	air|6846 	aisle|7412 	alarm|7261 	album|6114 	
alcohol|7037 	alert|6287 	alien|5435 	alley|5677 	allow|6035 	all|7071 	
almost|5676 	alone|5622 	alpha|6571 	already|6543 	also|7259 	alter|6604 	
always|6342 	amateur|7031 	amazing|7442 	among|7470 	amount|6778 	amused|5851 	
analyst|6073 	anchor|5626 	ancient|5771 	anger|5889 	angle|7428 	angry|6884 	
animal|6002 	ankle|6626 	announce|7109 	annual|7079 	another|5494 	answer|6522 	
antenna|6973 	antique|7053 	anxiety|6409 	any|7329 	apart|6297 	apology|7144 	
appear|6912 	apple|7366 	approve|5718 	april|6796 	arch|6100 	arctic|5872 	
area|5883 	arena|5843 	argue|5844 	armed|7305 	armor|7347 	army|6638 	
arm|6408 	around|7383 	arrange|6591 	arrest|6609 	arrive|5613 	arrow|7003 	
artefact|6066 	artist|6716 	artwork|6259 	art|6161 	ask|6807 	aspect|6133 	
assault|6575 	asset|6453 	assist|5633 	assume|6976 	asthma|6874 	athlete|6190 	
atom|6082 	attack|6709 	attend|5525 	attitude|6499 	attract|5845 	auction|6411 	
audit|6837 	august|6244 	aunt|6138 	author|6023 	auto|5874 	autumn|6866 	
average|6753 	avocado|5728 	avoid|6209 	awake|5532 	aware|6897 	away|7219 	
awesome|5935 	awful|5727 	awkward|7435 	axis|7146 	baby|6889 	bachelor|7402 	
bacon|7359 	badge|7430 	bag|6556 	balance|5887 	balcony|5528 	ball|6613 	
bamboo|6880 	banana|5486 	banner|6524 	barely|6168 	bargain|6598 	barrel|5574 	
bar|6741 	base|5585 	basic|7074 	basket|6383 	battle|5471 	beach|5709 	
bean|5529 	beauty|6639 	because|6612 	become|6221 	beef|7101 	before|6596 	
begin|6585 	behave|6046 	behind|7278 	believe|7295 	below|6678 	belt|6791 	
bench|6844 	benefit|6349 	best|6712 	betray|5829 	better|5837 	between|6816 	
beyond|6756 	bicycle|5625 	bid|6541 	bike|6520 	bind|7061 	biology|6238 	
bird|6439 	birth|5434 	bitter|6296 	black|6172 	blade|7168 	blame|6497 	
blanket|6290 	blast|6257 	bleak|7065 	bless|6611 	blind|5788 	blood|6729 	
blossom|6137 	blouse|6248 	blue|6918 	blur|7325 	blush|7222 	board|5846 	
boat|6934 	body|6319 	boil|6410 	bomb|7368 	bone|6307 	bonus|5595 	
book|6054 	boost|6654 	border|6352 	boring|5552 	borrow|6309 	boss|6817 	
bottom|6359 	bounce|5453 	box|7159 	boy|5669 	bracket|7419 	brain|6057 	
brand|6465 	brass|7026 	brave|6797 	bread|6861 	breeze|6385 	brick|6597 	
bridge|7202 	brief|6715 	bright|6062 	bring|6005 	brisk|5831 	broccoli|6656 	
broken|5560 	bronze|6245 	broom|6443 	brother|5603 	brown|6335 	brush|6456 	
bubble|6653 	buddy|7462 	budget|6094 	buffalo|5653 	build|5713 	bulb|5962 	
bulk|5985 	bullet|7433 	bundle|6033 	bunker|5601 	burden|7099 	burger|6647 	
burst|5766 	business|6343 	busy|7136 	bus|7029 	butter|5993 	buyer|5901 	
buzz|5919 	cabbage|6688 	cabin|6933 	cable|5828 	cactus|6358 	cage|5808 	
cake|5911 	call|5761 	calm|7039 	camera|6031 	camp|7255 	canal|6704 	
cancel|7431 	candy|7032 	cannon|7070 	canoe|5791 	canvas|5476 	canyon|5853 	
can|7437 	capable|6811 	capital|5823 	captain|6904 	carbon|6899 	card|6718 	
cargo|6554 	carpet|7081 	carry|7241 	cart|6628 	car|7010 	case|6770 	
cash|6345 	casino|5441 	castle|6079 	casual|5917 	catalog|7196 	catch|7122 	
category|6942 	cattle|5596 	cat|5475 	caught|5868 	cause|5704 	caution|5966 	
