2003-10-25-en-bip39-red-energetic-gerbil-encode
abandon|7113 	ability|6083 	able|7243 	about|6743 	above|6327 	absent|6261 	
absorb|5449 	abstract|7351 	absurd|6499 	abuse|5474 	access|6180 	accident|6642 	
account|7468 	accuse|6027 	achieve|5575 	acid|5978 	acoustic|7391 	acquire|5528 	
across|7175 	action|7422 	actor|5524 	actress|7019 	actual|5870 	act|5976 	
adapt|7116 	addict|6283 	address|6274 	add|5556 	adjust|5444 	admit|6198 	
adult|7152 	advance|6792 	advice|5686 	aerobic|6251 	affair|6147 	afford|7321 	
afraid|6590 	again|6784 	agent|6887 	age|7145 	agree|7085 	ahead|6123 	
aim|7251 	airport|5685 	air|6855 	aisle|7023 	alarm|5658 	album|6296 	
alcohol|6969 	alert|6248 	alien|5450 	alley|6734 	allow|7163 	all|5656 	
almost|6736 	alone|7065 	alpha|6519 	already|6263 	also|6984 	alter|6058 	
always|6795 	amateur|5461 	amazing|5697 	among|7298 	amount|7027 	amused|6998 	
analyst|6640 	anchor|6618 	ancient|7472 	anger|7341 	angle|6923 	angry|7476 	
animal|5568 	ankle|5837 	announce|5854 	annual|6718 	another|7189 	answer|5792 	
antenna|5600 	antique|6089 	anxiety|6342 	any|6937 	apart|5974 	apology|7222 	
appear|5438 	apple|5552 	approve|7239 	april|5848 	arch|6135 	arctic|5876 	
area|6730 	arena|5949 	argue|5749 	armed|6378 	armor|5781 	army|6409 	
arm|6081 	around|6479 	arrange|6502 	arrest|6060 	arrive|6020 	arrow|6003 	
artefact|7095 	artist|5798 	artwork|6044 	art|5710 	ask|5673 	aspect|7156 	
assault|6408 	asset|7014 	assist|6354 	assume|5802 	asthma|7183 	athlete|6369 	
atom|5591 	attack|6577 	attend|7102 	attitude|6635 	attract|6339 	auction|5766 	
audit|5490 	august|7046 	aunt|7289 	author|6664 	auto|6986 	autumn|7418 	
average|7188 	avocado|7356 	avoid|5815 	awake|5768 	aware|5497 	away|6891 	
awesome|6650 	awful|5549 	awkward|6110 	axis|6272 	baby|6699 	bachelor|6016 	
bacon|6091 	badge|7336 	bag|6636 	balance|6114 	balcony|6970 	ball|6239 	
bamboo|5759 	banana|7326 	banner|7198 	barely|6822 	bargain|6654 	barrel|6171 	
