2004-01-27-en-bip39-pink-stupid-dove-encode
abandon|7156 	ability|6997 	able|6734 	about|6998 	above|7200 	absent|7151 	
absorb|7000 	abstract|7413 	absurd|6107 	abuse|6880 	access|5631 	accident|6065 	
account|6077 	accuse|7209 	achieve|7143 	acid|5620 	acoustic|5686 	acquire|6952 	
across|7229 	action|7115 	actor|5663 	actress|5497 	actual|6651 	act|7245 	
adapt|7076 	addict|6685 	address|6926 	add|6233 	adjust|6597 	admit|5500 	
adult|5555 	advance|6437 	advice|6646 	aerobic|6594 	affair|7441 	afford|5737 	
afraid|7161 	again|7207 	agent|6956 	age|6475 	agree|7062 	ahead|5434 	
aim|7344 	airport|7193 	air|6961 	aisle|6169 	alarm|6409 	album|6977 	
alcohol|6508 	alert|7035 	alien|7017 	alley|5688 	allow|5774 	all|6150 	
almost|7097 	alone|5502 	alpha|6441 	already|5457 	also|6146 	alter|6559 	
always|5753 	amateur|6332 	amazing|6622 	among|5752 	amount|7327 	amused|6488 	
analyst|6577 	anchor|6398 	ancient|6342 	anger|6153 	angle|7111 	angry|7353 	
animal|7104 	ankle|7081 	announce|6019 	annual|7318 	another|6526 	answer|6669 	
antenna|6717 	antique|5887 	anxiety|6730 	any|5957 	apart|6890 	apology|6495 	
appear|6209 	apple|6856 	approve|5652 	april|6158 	arch|7433 	arctic|6822 	
area|6920 	arena|6059 	argue|6152 	armed|6900 	armor|7009 	army|5764 	
arm|5845 	around|6792 	arrange|7298 	arrest|7421 	arrive|6530 	arrow|6968 	
artefact|7056 	artist|7281 	artwork|5693 	art|5680 	ask|5791 	aspect|6133 	
assault|7168 	asset|6747 	assist|7047 	assume|5535 	asthma|6458 	athlete|6667 	
atom|6770 	attack|5528 	attend|5658 	attitude|7244 	attract|6108 	auction|7371 	
audit|6222 	august|5560 	aunt|6895 	author|5923 	auto|7289 	autumn|7144 	
average|6463 	avocado|6837 	avoid|7404 	awake|5653 	aware|6057 	away|6893 	
awesome|5476 	awful|6654 	awkward|6261 	axis|6054 	baby|6930 	bachelor|5833 	
bacon|5725 	badge|6513 	bag|5809 	balance|6505 	balcony|7385 	ball|7355 	
bamboo|6539 	banana|6078 	banner|6037 	barely|7366 	bargain|5705 	barrel|6066 	
bar|7444 	base|5947 	basic|6009 	basket|6973 	battle|5697 	beach|6824 	
bean|6395 	beauty|5926 	because|6729 	become|5843 	beef|5806 	before|6735 	
begin|7146 	behave|6982 	behind|5641 	believe|6358 	below|7286 	belt|5554 	
bench|7471 	benefit|6282 	best|6004 	betray|6180 	better|6002 	between|6549 	
beyond|5604 	bicycle|5880 	bid|6921 	bike|6984 	bind|5454 	biology|5834 	
bird|7455 	birth|6608 	bitter|6227 	black|6097 	blade|5984 	blame|6101 	
blanket|6601 	blast|5598 	bleak|7154 	bless|6516 	blind|5577 	blood|6656 	
blossom|6445 	blouse|5553 	blue|6096 	blur|6955 	blush|5482 	board|5617 	
boat|7393 	body|7391 	boil|5907 	bomb|6612 	bone|6482 	bonus|5594 	
book|7124 	boost|6705 	border|5524 	boring|6806 	borrow|5807 	boss|5462 	
bottom|6643 	bounce|6129 	box|7006 	boy|5672 	bracket|6696 	brain|5867 	
brand|6022 	brass|6000 	brave|5655 	bread|6727 	breeze|5544 	brick|7084 	
bridge|6558 	brief|6207 	bright|6384 	bring|6687 	brisk|5831 	broccoli|7253 	
broken|6240 	bronze|6544 	broom|7476 	brother|6205 	brown|6501 	brush|7090 	
bubble|5861 	buddy|6918 	budget|6716 	buffalo|6756 	build|6959 	bulb|6301 	
