2004-06-23-en-bip39-white-innocent-cod-encode
abandon|6595 	ability|6105 	able|5556 	about|6917 	above|6920 	absent|7415 	
absorb|6632 	abstract|5525 	absurd|5648 	abuse|5986 	access|7211 	accident|6272 	
account|6833 	accuse|5746 	achieve|7212 	acid|5539 	acoustic|6842 	acquire|6894 	
across|5824 	action|6664 	actor|7027 	actress|5495 	actual|6397 	act|5993 	
adapt|5651 	addict|6197 	address|6805 	add|7380 	adjust|6739 	admit|5652 	
adult|6515 	advance|5916 	advice|5939 	aerobic|5535 	affair|7228 	afford|6121 	
afraid|5688 	again|7357 	agent|5866 	age|5536 	agree|6847 	ahead|6228 	
aim|5550 	airport|6703 	air|6100 	aisle|5927 	alarm|6000 	album|6423 	
alcohol|7449 	alert|6641 	alien|6405 	alley|6658 	allow|6864 	all|6328 	
almost|6213 	alone|7071 	alpha|6186 	already|7283 	also|6415 	alter|6825 	
always|6436 	amateur|6276 	amazing|6901 	among|6391 	amount|7400 	amused|5511 	
analyst|7284 	anchor|6532 	ancient|6009 	anger|6928 	angle|7035 	angry|7294 	
animal|6335 	ankle|5689 	announce|7243 	annual|6926 	another|6693 	answer|6454 	
antenna|5814 	antique|7229 	anxiety|7134 	any|5521 	apart|5885 	apology|5829 	
appear|5555 	apple|6882 	approve|7368 	april|6246 	arch|6280 	arctic|6962 	
area|5656 	arena|6070 	argue|6599 	armed|6654 	armor|5513 	army|7470 	
arm|7101 	around|6874 	arrange|6551 	arrest|6652 	arrive|6097 	arrow|6953 	
artefact|5469 	artist|5692 	artwork|5526 	art|7233 	ask|5499 	aspect|7277 	
assault|7041 	asset|6942 	assist|5793 	assume|5750 	asthma|7102 	athlete|6936 	
atom|7225 	attack|6226 	attend|5579 	attitude|7473 	attract|7299 	auction|6322 	
audit|7048 	august|6529 	aunt|7024 	author|5541 	auto|5822 	autumn|6014 	
average|6318 	avocado|7116 	avoid|5717 	awake|7238 	aware|6848 	away|6299 	
awesome|6417 	awful|6350 	awkward|5475 	axis|6162 	baby|7034 	bachelor|6090 	
bacon|5599 	badge|5673 	bag|6684 	balance|5738 	balcony|6974 	ball|7306 	
bamboo|6821 	banana|6639 	banner|7350 	barely|6968 	bargain|7431 	barrel|6734 	
bar|6051 	base|6082 	basic|5815 	basket|5546 	battle|6356 	beach|7138 	
bean|7360 	beauty|5913 	because|5797 	become|5617 	beef|6253 	before|6152 	
begin|7308 	behave|5466 	behind|7386 	believe|6665 	below|5669 	belt|6372 	
bench|7351 	benefit|6308 	best|7198 	betray|5614 	better|5455 	between|6344 	
beyond|5847 	bicycle|6401 	bid|6763 	bike|6080 	bind|6127 	biology|6697 	
bird|7310 	birth|7250 	bitter|6001 	black|5812 	blade|7257 	blame|6509 	
blanket|7137 	blast|6605 	bleak|6481 	bless|5625 	blind|5496 	blood|7082 	
blossom|5682 	blouse|5716 	blue|6089 	blur|5597 	blush|5446 	board|6460 	
boat|6838 	body|5909 	boil|7355 	bomb|5494 	bone|6603 	bonus|6563 	
book|5936 	boost|5765 	border|6241 	boring|6419 	borrow|7066 	boss|5587 	
bottom|6761 	bounce|5432 	box|5896 	boy|5462 	bracket|6075 	brain|6893 	
brand|6279 	brass|6698 	brave|6667 	bread|6027 	breeze|6064 	brick|5841 	
bridge|5842 	brief|7371 	bright|5918 	bring|5564 	brisk|6521 	broccoli|6549 	
broken|6396 	bronze|6775 	broom|5870 	brother|7125 	brown|7204 	brush|5732 	
bubble|7173 	buddy|7348 	budget|6943 	buffalo|7364 	build|5639 	bulb|6271 	
bulk|7327 	bullet|5616 	bundle|5826 	bunker|6025 	burden|6646 	burger|6618 	
burst|5903 	business|5761 	busy|5798 	bus|7130 	butter|6128 	buyer|5712 	
buzz|5569 	cabbage|6567 	cabin|6008 	cable|6194 	cactus|5888 	cage|6933 	
cake|7347 	call|7175 	calm|5502 	camera|6094 	camp|7203 	canal|5881 	
cancel|7249 	candy|5660 	cannon|7050 	canoe|6758 	canvas|7114 	canyon|7363 	
can|5649 	capable|7420 	capital|6223 	captain|7300 	carbon|6668 	card|5714 	
