2004-05-30-en-bip39-green-thoughtless-ape-encode
abandon|5660 	ability|7033 	able|6116 	about|7459 	above|6106 	absent|6474 	
absorb|6274 	abstract|6657 	absurd|6599 	abuse|5616 	access|6783 	accident|6316 	
account|5818 	accuse|7160 	achieve|6153 	acid|6077 	acoustic|6694 	acquire|6013 	
across|5926 	action|5890 	actor|6458 	actress|6460 	actual|5795 	act|6807 	
adapt|5450 	addict|6473 	address|7326 	add|5434 	adjust|5691 	admit|5863 	
adult|5718 	advance|6334 	advice|6677 	aerobic|7243 	affair|6846 	afford|7145 	
afraid|5823 	again|7385 	agent|7381 	age|7471 	agree|5572 	ahead|5538 	
aim|6251 	airport|6497 	air|6822 	aisle|5478 	alarm|6546 	album|6525 	
alcohol|7303 	alert|6480 	alien|5634 	alley|5903 	allow|5989 	all|5689 	
almost|5686 	alone|6133 	alpha|6712 	already|6658 	also|6611 	alter|7388 	
always|6122 	amateur|5467 	amazing|6296 	among|7195 	amount|7420 	amused|5868 	
analyst|6415 	anchor|6409 	ancient|6674 	anger|7010 	angle|7073 	angry|6146 	
animal|5880 	ankle|6529 	announce|7207 	annual|7018 	another|6688 	answer|6393 	
antenna|6445 	antique|6691 	anxiety|5470 	any|7177 	apart|5520 	apology|6556 	
appear|6130 	apple|6284 	approve|6018 	april|6481 	arch|6781 	arctic|6034 	
area|6271 	arena|7212 	argue|7120 	armed|5489 	armor|6560 	army|6738 	
arm|6358 	around|5571 	arrange|6891 	arrest|5869 	arrive|5670 	arrow|7065 	
artefact|6895 	artist|7036 	artwork|6385 	art|5482 	ask|6509 	aspect|5796 	
assault|7401 	asset|5620 	assist|5585 	assume|6384 	asthma|6437 	athlete|5492 	
atom|5548 	attack|6241 	attend|5998 	attitude|6281 	attract|7390 	auction|7137 	
audit|5485 	august|6412 	aunt|5631 	author|7445 	auto|6463 	autumn|7092 	
average|5573 	avocado|7289 	avoid|5780 	awake|6906 	aware|7064 	away|5769 	
awesome|6592 	awful|6221 	awkward|7105 	axis|6808 	baby|6723 	bachelor|6884 	
bacon|5531 	badge|6317 	bag|6030 	balance|6753 	balcony|6259 	ball|5771 	
bamboo|5521 	banana|6100 	banner|6827 	barely|5947 	bargain|5748 	barrel|6244 	
bar|6032 	base|5512 	basic|6627 	basket|5623 	battle|5448 	beach|7265 	
bean|7426 	beauty|5696 	because|5853 	become|5476 	beef|5731 	before|5559 	
begin|6766 	behave|7358 	behind|5580 	believe|6228 	below|6222 	belt|6094 	
bench|6506 	benefit|6290 	best|5526 	betray|6889 	better|6418 	between|5484 	
beyond|6294 	bicycle|5762 	bid|6948 	bike|5737 	bind|7451 	biology|6014 	
bird|5757 	birth|5500 	bitter|6315 	black|7279 	blade|6275 	blame|5706 	
blanket|5872 	blast|6325 	bleak|6749 	bless|6349 	blind|6145 	blood|5835 	
blossom|5468 	blouse|6708 	blue|7340 	blur|6605 	blush|6489 	board|5442 	
boat|7368 	body|7375 	boil|5516 	bomb|5610 	bone|5454 	bonus|7236 	
book|5658 	boost|6788 	border|7356 	boring|6967 	borrow|5626 	boss|5549 	
bottom|6695 	bounce|7359 	box|5651 	boy|5774 	bracket|7372 	brain|7117 	
brand|6812 	brass|5609 	brave|7429 	bread|6597 	breeze|6310 	brick|6484 	
bridge|5475 	brief|5878 	bright|6345 	bring|6855 	brisk|5595 	broccoli|6213 	
broken|5473 	bronze|7230 	broom|7069 	brother|6114 	brown|5986 	brush|7095 	
bubble|6159 	buddy|7331 	budget|6439 	buffalo|6215 	build|6894 	bulb|7343 	
bulk|5664 	bullet|6433 	bundle|5496 	bunker|6728 	burden|5641 	burger|6098 	
burst|7452 	business|6764 	busy|5649 	bus|6426 	butter|7400 	buyer|6729 	
