1777-04-26-en-bip39-pink-brave-beaver-encode
abandon|5625 	ability|5821 	able|6015 	about|7351 	above|6972 	absent|6870 	
absorb|5756 	abstract|6584 	absurd|6053 	abuse|6296 	access|6695 	accident|6599 	
account|6420 	accuse|6728 	achieve|7321 	acid|5609 	acoustic|7348 	acquire|6131 	
across|6776 	action|7018 	actor|7032 	actress|6799 	actual|5803 	act|5663 	
adapt|6225 	addict|5858 	address|5604 	add|7132 	adjust|7252 	admit|6017 	
adult|6029 	advance|6104 	advice|6186 	aerobic|5776 	affair|6806 	afford|6267 	
afraid|5813 	again|6867 	agent|5902 	age|7187 	agree|7042 	ahead|6568 	
aim|6727 	airport|6546 	air|7031 	aisle|6211 	alarm|5758 	album|7322 	
alcohol|7005 	alert|6380 	alien|7088 	alley|6259 	allow|6564 	all|5462 	
almost|6208 	alone|5857 	alpha|6589 	already|6126 	also|7385 	alter|5819 	
always|6856 	amateur|6715 	amazing|5961 	among|6900 	amount|5729 	amused|7395 	
analyst|6667 	anchor|6425 	ancient|5749 	anger|6579 	angle|5686 	angry|7068 	
animal|6465 	ankle|5577 	announce|7009 	annual|6955 	another|5716 	answer|6745 	
antenna|5817 	antique|6903 	anxiety|7189 	any|6717 	apart|7137 	apology|7271 	
appear|6295 	apple|5973 	approve|6813 	april|5753 	arch|5554 	arctic|5592 	
area|6615 	arena|6043 	argue|6933 	armed|6461 	armor|6293 	army|5723 	
arm|5923 	around|6328 	arrange|5815 	arrest|6688 	arrive|6739 	arrow|5450 	
artefact|6098 	artist|5951 	artwork|6471 	art|5990 	ask|6967 	aspect|6858 	
assault|6752 	asset|5942 	assist|7251 	assume|6058 	asthma|7328 	athlete|6093 	
atom|6257 	attack|6549 	attend|5919 	attitude|7148 	attract|7052 	auction|5860 	
audit|5478 	august|6392 	aunt|5617 	author|6807 	auto|5963 	autumn|6961 	
average|6422 	avocado|5941 	avoid|6159 	awake|5933 	aware|7103 	away|5539 	
awesome|6340 	awful|6123 	awkward|7035 	axis|5563 	baby|6844 	bachelor|6751 	
bacon|6082 	badge|7460 	bag|5970 	balance|6145 	balcony|6445 	ball|7102 	
bamboo|6388 	banana|7471 	banner|5898 	barely|6255 	bargain|7391 	barrel|7433 	
bar|5867 	base|7169 	basic|7454 	basket|6932 	battle|6543 	beach|6341 	
bean|7089 	beauty|5664 	because|6432 	become|6181 	beef|6467 	before|6526 	
begin|6521 	behave|7301 	behind|5611 	believe|7176 	below|6090 	belt|6346 	
bench|6709 	benefit|5518 	best|7253 	betray|6936 	better|5820 	between|5443 	
beyond|5731 	bicycle|6468 	bid|7353 	bike|6165 	bind|5989 	biology|7193 	
bird|5636 	birth|5852 	bitter|7179 	black|7195 	blade|6603 	blame|5809 	
blanket|5536 	blast|6878 	bleak|5864 	bless|6989 	blind|6046 	blood|5760 	
blossom|6182 	blouse|6944 	blue|6736 	blur|6891 	blush|6594 	board|5872 	
boat|5598 	body|6512 	boil|6590 	bomb|5590 	bone|6622 	bonus|5971 	
book|5449 	boost|5918 	border|6351 	boring|7172 	borrow|6439 	boss|6457 	
bottom|7208 	bounce|5513 	box|7194 	boy|7248 	bracket|6509 	brain|7155 	
brand|6949 	brass|7062 	brave|6200 	bread|5561 	breeze|6452 	brick|6440 	
bridge|5517 	brief|5672 	bright|7304 	bring|7010 	brisk|6624 	broccoli|6410 	
broken|5873 	bronze|6639 	broom|6885 	brother|7026 	brown|7298 	brush|6768 	
bubble|6645 	buddy|5773 	budget|6069 	buffalo|5810 	build|7224 	bulb|5534 	
bulk|5881 	bullet|6302 	bundle|5879 	bunker|6347 	burden|7398 	burger|5909 	
burst|7053 	business|6773 	busy|7216 	bus|6687 	butter|5808 	buyer|6162 	
buzz|6331 	cabbage|6839 	cabin|7081 	cable|6598 	cactus|6088 	cage|6022 	
cake|7082 	call|6697 	calm|5927 	camera|5690 	camp|5906 	canal|7135 	
cancel|6518 	candy|6809 	cannon|7264 	canoe|6536 	canvas|6011 	canyon|5499 	
can|6097 	capable|7030 	capital|6383 	captain|5772 	carbon|5683 	card|7332 	
cargo|5767 	carpet|5601 	carry|5706 	cart|5498 	car|6191 	case|5656 	
cash|7017 	casino|5620 	castle|5575 	casual|6441 	catalog|7095 	catch|6310 	
category|7213 	cattle|6284 	cat|5463 	caught|7263 	cause|6151 	caution|7350 	
cave|6842 	ceiling|6136 	celery|7299 	cement|5675 	census|5441 	century|6299 	
cereal|6595 	certain|7426 	chair|6735 	chalk|7472 	champion|6612 	change|6497 	
chaos|6004 	chapter|5447 	charge|5651 	chase|5688 	chat|6423 	cheap|5521 	
check|6648 	cheese|6348 	chef|6003 	cherry|6235 	chest|5900 	chicken|6533 	
chief|5483 	child|7338 	chimney|5525 	choice|7040 	choose|6254 	chronic|7279 	
chuckle|6169 	chunk|7411 	churn|5725 	cigar|7171 	cinnamon|6815 	circle|6320 	
citizen|6322 	city|6101 	civil|5538 	claim|7467 	clap|5917 	clarify|6756 	
claw|6379 	clay|5531 	clean|6684 	clerk|6353 	clever|6216 	click|6716 	
