1777-07-03-en-bip39-gold-cautious-rat-encode
abandon|7124 	ability|5760 	able|7330 	about|6507 	above|6264 	absent|6367 	
absorb|5547 	abstract|5783 	absurd|6879 	abuse|5811 	access|5869 	accident|6595 	
account|7454 	accuse|6832 	achieve|6447 	acid|6633 	acoustic|6577 	acquire|6851 	
across|7190 	action|6996 	actor|6535 	actress|6853 	actual|6929 	act|6384 	
adapt|5544 	addict|6957 	address|6959 	add|7405 	adjust|6617 	admit|6432 	
adult|5596 	advance|5762 	advice|6771 	aerobic|6635 	affair|5599 	afford|6543 	
afraid|6219 	again|6544 	agent|6615 	age|5903 	agree|7144 	ahead|6873 	
aim|5664 	airport|7050 	air|6541 	aisle|6313 	alarm|6075 	album|6126 	
alcohol|7322 	alert|6444 	alien|7149 	alley|6275 	allow|6770 	all|6740 	
almost|6865 	alone|7428 	alpha|5790 	already|6599 	also|7081 	alter|6429 	
always|7146 	amateur|7354 	amazing|6352 	among|5773 	amount|5967 	amused|7061 	
analyst|6099 	anchor|6391 	ancient|6773 	anger|6991 	angle|5761 	angry|5464 	
animal|5738 	ankle|6612 	announce|6176 	annual|6139 	another|6990 	answer|6525 	
antenna|5578 	antique|5441 	anxiety|6847 	any|5518 	apart|6047 	apology|6797 	
appear|6327 	apple|5594 	approve|5949 	april|7294 	arch|6039 	arctic|5612 	
area|6292 	arena|5556 	argue|6763 	armed|5680 	armor|6210 	army|6334 	
arm|5505 	around|5763 	arrange|5548 	arrest|5870 	arrive|6182 	arrow|5688 	
artefact|6559 	artist|6014 	artwork|6921 	art|6789 	ask|6833 	aspect|7234 	
assault|6472 	asset|5861 	assist|6729 	assume|6892 	asthma|6452 	athlete|7324 	
atom|6107 	attack|6100 	attend|5546 	attitude|7039 	attract|5907 	auction|7261 	
audit|5590 	august|7325 	aunt|6829 	author|6920 	auto|6331 	autumn|6427 	
average|6645 	avocado|6603 	avoid|7343 	awake|6167 	aware|5625 	away|6433 	
awesome|7434 	awful|5814 	awkward|7231 	axis|5953 	baby|6945 	bachelor|6110 	
bacon|6320 	badge|6256 	bag|7332 	balance|6375 	balcony|7102 	ball|5974 	
bamboo|6104 	banana|6448 	banner|6080 	barely|7303 	bargain|6767 	barrel|6415 	
bar|7012 	base|7228 	basic|7288 	basket|6850 	battle|6746 	beach|5827 	
bean|6848 	beauty|6343 	because|6726 	become|6048 	beef|7299 	before|7066 	
begin|6501 	behave|7236 	behind|6340 	believe|5480 	below|7260 	belt|5672 	
bench|7098 	benefit|6097 	best|6877 	betray|7014 	better|5945 	between|6908 	
beyond|6467 	bicycle|6540 	bid|6575 	bike|6061 	bind|6928 	biology|7082 	
bird|7403 	birth|7045 	bitter|7075 	black|5682 	blade|6074 	blame|6560 	
blanket|6015 	blast|5560 	bleak|6769 	bless|7398 	blind|5465 	blood|5800 	
blossom|5992 	blouse|6306 	blue|6604 	blur|6011 	blush|6776 	board|6965 	
boat|6132 	body|7148 	boil|6762 	bomb|5752 	bone|5603 	bonus|6413 	
book|7038 	boost|6869 	border|5613 	boring|5995 	borrow|5515 	boss|7385 	
bottom|7097 	bounce|5432 	box|6794 	boy|6144 	bracket|5947 	brain|6426 	
brand|6240 	brass|7135 	brave|6823 	bread|5447 	breeze|7443 	brick|5793 	
bridge|6712 	brief|7175 	bright|5458 	bring|6069 	brisk|5629 	broccoli|5656 	
broken|6903 	bronze|7048 	broom|6705 	brother|6121 	brown|5598 	brush|6270 	
bubble|5616 	buddy|5756 	budget|7392 	buffalo|7406 	build|6152 	bulb|5435 	
bulk|6874 	bullet|5545 	bundle|5882 	bunker|6714 	burden|6663 	burger|6607 	
burst|5881 	business|6827 	busy|5797 	bus|7214 	butter|5467 	buyer|6288 	
