1779-01-18-en-bip39-green-cooperative-caribou-encode
abandon|6721 	ability|6044 	able|6400 	about|5627 	above|6081 	absent|6865 	
absorb|6166 	abstract|7091 	absurd|6302 	abuse|5857 	access|5882 	accident|5748 	
account|6371 	accuse|6463 	achieve|6389 	acid|5775 	acoustic|5618 	acquire|5635 	
across|6786 	action|6078 	actor|6451 	actress|7027 	actual|6564 	act|7112 	
adapt|7280 	addict|7292 	address|6916 	add|5513 	adjust|5711 	admit|6448 	
adult|6754 	advance|6075 	advice|6660 	aerobic|7281 	affair|5957 	afford|5690 	
afraid|7001 	again|6079 	agent|7461 	age|6727 	agree|7066 	ahead|6303 	
aim|5812 	airport|6465 	air|5649 	aisle|6269 	alarm|7390 	album|6884 	
alcohol|7002 	alert|7366 	alien|6276 	alley|6512 	allow|6032 	all|5974 	
almost|5751 	alone|7058 	alpha|6595 	already|7220 	also|6308 	alter|6307 	
always|6655 	amateur|7224 	amazing|6824 	among|6273 	amount|5640 	amused|7157 	
analyst|6646 	anchor|7083 	ancient|5731 	anger|6279 	angle|7169 	angry|6146 	
animal|5788 	ankle|7406 	announce|6639 	annual|6679 	another|5704 	answer|6832 	
antenna|6473 	antique|6117 	anxiety|6592 	any|7069 	apart|7172 	apology|6087 	
appear|6846 	apple|5986 	approve|6703 	april|7378 	arch|6469 	arctic|7471 	
area|7235 	arena|5655 	argue|6967 	armed|6612 	armor|7259 	army|5858 	
arm|6986 	around|6817 	arrange|5607 	arrest|6072 	arrive|5944 	arrow|6597 	
artefact|6779 	artist|6658 	artwork|7190 	art|7064 	ask|6353 	aspect|6477 	
assault|7455 	asset|7052 	assist|5443 	assume|6261 	asthma|5487 	athlete|5570 	
atom|6223 	attack|5866 	attend|7458 	attitude|7104 	attract|7007 	auction|5518 	
audit|6833 	august|7203 	aunt|5943 	author|7197 	auto|6153 	autumn|7296 	
average|7368 	avocado|7415 	avoid|6808 	awake|6542 	aware|6560 	away|7183 	
awesome|7034 	awful|5579 	awkward|7014 	axis|6518 	baby|6196 	bachelor|6917 	
bacon|7039 	badge|7079 	bag|5847 	balance|6581 	balcony|7443 	ball|5880 	
bamboo|5459 	banana|6068 	banner|7218 	barely|5987 	bargain|5617 	barrel|6368 	
bar|6715 	base|5860 	basic|6238 	basket|6482 	battle|5757 	beach|5695 	
bean|7326 	beauty|6059 	because|6367 	become|7146 	beef|6112 	before|6266 	
begin|5862 	behave|7103 	behind|5457 	believe|5821 	below|6270 	belt|5868 	
bench|6541 	benefit|7030 	best|7350 	betray|6656 	better|6005 	between|7011 	
beyond|5843 	bicycle|5562 	bid|7401 	bike|5928 	bind|6900 	biology|6485 	
bird|6102 	birth|5913 	bitter|6460 	black|6041 	blade|6176 	blame|6555 	
blanket|7273 	blast|6540 	bleak|5565 	bless|6729 	blind|6758 	blood|6391 	
blossom|6152 	blouse|6226 	blue|6198 	blur|6849 	blush|5786 	board|7216 	
boat|7095 	body|5694 	boil|5432 	bomb|6736 	bone|6604 	bonus|6755 	
