1779-08-07-en-bip39-orange-cheerful-heron-encode
abandon|6530 	ability|6892 	able|6812 	about|7445 	above|6657 	absent|5713 	
absorb|6046 	abstract|6348 	absurd|6450 	abuse|7121 	access|6691 	accident|7005 	
account|6554 	accuse|7180 	achieve|5505 	acid|6958 	acoustic|7297 	acquire|6708 	
across|7242 	action|6362 	actor|6240 	actress|6101 	actual|5447 	act|6166 	
adapt|6283 	addict|5799 	address|6148 	add|6095 	adjust|6330 	admit|7457 	
adult|5592 	advance|7291 	advice|5490 	aerobic|6774 	affair|6969 	afford|6177 	
afraid|7260 	again|5462 	agent|6428 	age|7093 	agree|5986 	ahead|7353 	
aim|5433 	airport|5503 	air|7315 	aisle|6176 	alarm|7032 	album|6303 	
alcohol|5625 	alert|6801 	alien|7063 	alley|7464 	allow|7236 	all|6836 	
almost|7444 	alone|6208 	alpha|6094 	already|5930 	also|6185 	alter|5936 	
always|7031 	amateur|6314 	amazing|6360 	among|6225 	amount|7371 	amused|6159 	
analyst|6144 	anchor|6820 	ancient|6023 	anger|5911 	angle|5458 	angry|6109 	
animal|5996 	ankle|6468 	announce|7069 	annual|6192 	another|6021 	answer|6058 	
antenna|6406 	antique|7316 	anxiety|5474 	any|6618 	apart|7323 	apology|6135 	
appear|7455 	apple|5563 	approve|7071 	april|6037 	arch|5457 	arctic|5866 	
area|6706 	arena|6250 	argue|5994 	armed|6891 	armor|7126 	army|7262 	
arm|5725 	around|6739 	arrange|7427 	arrest|6973 	arrive|6865 	arrow|6128 	
artefact|5659 	artist|5778 	artwork|5748 	art|7223 	ask|6908 	aspect|5891 	
assault|6647 	asset|5599 	assist|5824 	assume|6340 	asthma|6777 	athlete|7166 	
atom|5702 	attack|6015 	attend|7408 	attitude|5432 	attract|6403 	auction|6080 	
audit|5897 	august|5507 	aunt|6841 	author|6680 	auto|6163 	autumn|5449 	
average|5495 	avocado|7051 	avoid|7025 	awake|7147 	aware|7027 	away|6984 	
