1770-09-09-en-bip39-pink-annoying-dragonfly-encode
abandon|6596 	ability|5908 	able|7450 	about|6010 	above|5975 	absent|7433 	
absorb|6343 	abstract|6977 	absurd|6444 	abuse|7395 	access|6955 	accident|7394 	
account|6678 	accuse|5499 	achieve|7283 	acid|5749 	acoustic|6819 	acquire|6085 	
across|5446 	action|5757 	actor|5772 	actress|6733 	actual|6966 	act|6765 	
adapt|5844 	addict|7242 	address|5764 	add|6815 	adjust|5973 	admit|5530 	
adult|5681 	advance|6005 	advice|5711 	aerobic|6749 	affair|5564 	afford|6755 	
afraid|6832 	again|6874 	agent|6589 	age|5874 	agree|6834 	ahead|6355 	
aim|6923 	airport|7208 	air|6729 	aisle|5497 	alarm|7280 	album|7043 	
alcohol|6112 	alert|6590 	alien|5986 	alley|5887 	allow|6108 	all|6168 	
almost|6710 	alone|6399 	alpha|6990 	already|6149 	also|5765 	alter|6452 	
always|5433 	amateur|5928 	amazing|6058 	among|7140 	amount|6046 	amused|5714 	
analyst|6152 	anchor|7201 	ancient|6697 	anger|6163 	angle|6875 	angry|7054 	
animal|7299 	ankle|7175 	announce|6476 	annual|6434 	another|7301 	answer|5940 	
antenna|6743 	antique|5480 	anxiety|7367 	any|6821 	apart|5540 	apology|5635 	
appear|7179 	apple|7455 	approve|7076 	april|6461 	arch|5870 	arctic|6298 	
area|7302 	arena|5810 	argue|7111 	armed|5966 	armor|6538 	army|6291 	
arm|6731 	around|5768 	arrange|5791 	arrest|5445 	arrive|5977 	arrow|5987 	
artefact|6858 	artist|6530 	artwork|7397 	art|6409 	ask|6727 	aspect|5491 	
assault|6600 	asset|7373 	assist|6978 	assume|5488 	asthma|5785 	athlete|5771 	
atom|7186 	attack|5602 	attend|7080 	attitude|7294 	attract|7321 	auction|5484 	
audit|5434 	august|7188 	aunt|6366 	author|6068 	auto|6359 	autumn|6447 	
average|6166 	avocado|6660 	avoid|5509 	awake|6155 	aware|6595 	away|6507 	
awesome|5556 	awful|7048 	awkward|6125 	axis|6012 	baby|5586 	bachelor|7125 	
bacon|6036 	badge|5449 	bag|7431 	balance|6960 	balcony|6664 	ball|5511 	
bamboo|7316 	banana|7319 	banner|7114 	barely|5520 	bargain|6531 	barrel|5719 	
bar|6856 	base|6042 	basic|6441 	basket|7405 	battle|5821 	beach|6615 	
bean|5875 	beauty|6663 	because|6925 	become|7412 	beef|5868 	before|7387 	
begin|6092 	behave|5696 	behind|6501 	believe|7133 	below|7333 	belt|5734 	
bench|5665 	benefit|5683 	best|6351 	betray|6091 	better|7014 	between|7157 	
beyond|6150 	bicycle|5820 	bid|6487 	bike|6372 	bind|6275 	biology|5812 	
bird|5847 	birth|6801 	bitter|6495 	black|5797 	blade|6285 	blame|6082 	
blanket|5949 	blast|6471 	bleak|6401 	bless|5673 	blind|7256 	blood|7197 	
blossom|6205 	blouse|6522 	blue|7424 	blur|6566 	blush|5501 	board|6670 	
boat|7398 	body|6637 	boil|5532 	bomb|5843 	bone|6560 	bonus|6417 	
book|6008 	boost|5452 	border|5784 	boring|6920 	borrow|7089 	boss|5453 	
bottom|6183 	bounce|7037 	box|6131 	boy|6350 	bracket|6357 	brain|6138 	
brand|7248 	brass|5968 	brave|6810 	bread|6052 	breeze|5454 	brick|5653 	
bridge|7171 	brief|5800 	bright|7077 	bring|5833 	brisk|7215 	broccoli|6557 	
broken|7030 	bronze|5751 	broom|6173 	brother|7116 	brown|5436 	brush|6491 	
bubble|5629 	buddy|7315 	budget|7052 	buffalo|6975 	build|5469 	bulb|6017 	
bulk|6065 	bullet|6037 	bundle|6903 	bunker|5657 	burden|5996 	burger|5582 	
burst|5562 	business|6551 	busy|7148 	bus|7237 	butter|7041 	buyer|6269 	
buzz|6147 	cabbage|6195 	cabin|5649 	cable|6445 	cactus|7124 	cage|7094 	
cake|7224 	call|7350 	calm|7384 	camera|6228 	camp|5946 	canal|7453 	
cancel|5989 	candy|5814 	cannon|6415 	canoe|7196 	canvas|5700 	canyon|7351 	
can|7303 	capable|5474 	capital|6018 	captain|6448 	carbon|6251 	card|6571 	
cargo|7183 	carpet|7174 	carry|5458 	cart|6296 	car|6231 	case|7068 	
cash|7202 	casino|7344 	castle|7207 	casual|5529 	catalog|7468 	catch|7107 	
category|5561 	cattle|7311 	cat|6079 	caught|6066 	cause|5699 	caution|6616 	
cave|5745 	ceiling|6040 	celery|7339 	cement|6477 	census|7407 	century|7110 	
cereal|5944 	certain|7421 	chair|6287 	chalk|6893 	champion|6186 	change|7240 	
chaos|5654 	chapter|6980 	charge|6988 	chase|5970 	chat|7440 	cheap|6172 	
check|7307 	cheese|6413 	chef|6154 	cherry|6684 	chest|6831 	chicken|6985 	
chief|6681 	child|7441 	chimney|5463 	choice|6520 	choose|6841 	chronic|6545 	
chuckle|6070 	chunk|5755 	churn|6391 	cigar|5605 	cinnamon|6961 	circle|6135 	
citizen|7393 	city|5636 	civil|5873 	claim|5567 	clap|6184 	clarify|7225 	
claw|6630 	clay|5441 	clean|5985 	clerk|6029 	clever|7345 	click|7112 	
client|6258 	cliff|6585 	climb|5738 	clinic|5828 	clip|6088 	clock|6414 	
clog|6178 	close|7262 	cloth|5536 	cloud|7184 	clown|7219 	club|6081 	
clump|6825 	cluster|6760 	clutch|7006 	coach|6481 	coast|6044 	coconut|6911 	
code|7472 	coffee|6394 	coil|5793 	coin|5652 	collect|6963 	color|6489 	
column|6752 	combine|6970 	come|5545 	comfort|6404 	comic|5848 	common|5531 	
company|5607 	concert|7046 	conduct|5832 	confirm|6148 	congress|6748 	connect|6222 	
consider|6851 	control|6050 	convince|7095 	cook|5712 	cool|6951 	copper|6676 	
copy|6914 	coral|5707 	core|7117 	corn|6790 	correct|6454 	cost|6603 	
cotton|6632 	couch|6227 	country|6453 	couple|6982 	course|7213 	cousin|6621 	
cover|5592 	coyote|7474 	crack|7122 	cradle|6572 	craft|6648 	cram|7270 	
crane|5905 	crash|7092 	crater|6591 	crawl|6292 	crazy|7206 	cream|7102 	
credit|6614 	creek|6919 	crew|6086 	cricket|5669 	crime|7228 	crisp|5444 	
critic|7308 	crop|6997 	cross|5507 	crouch|7137 	crowd|6254 	crucial|7271 	
cruel|5774 	cruise|6848 	crumble|6945 	crunch|6766 	crush|6883 	crystal|6705 	
cry|7000 	cube|5993 	culture|6555 	cupboard|7460 	cup|7443 	curious|5782 	
current|6754 	curtain|5538 	curve|5802 	cushion|5710 	custom|5827 	cute|7356 	
cycle|6610 	dad|5841 	damage|7278 	damp|6038 	dance|6719 	danger|5805 	
daring|7005 	dash|6316 	daughter|7309 	dawn|5998 	day|5672 	deal|6384 	
debate|5962 	debris|5625 	decade|5505 	december|7191 	decide|7416 	decline|6276 	
decorate|6816 	decrease|5677 	deer|7361 	defense|6780 	define|5955 	defy|7370 	
degree|7423 	delay|6775 	deliver|5713 	demand|5846 	demise|6400 	denial|6704 	
dentist|5884 	deny|5604 	depart|7327 	depend|5641 	deposit|6655 	depth|6884 	
deputy|7036 	derive|6315 	describe|5661 	desert|5646 	design|5569 	desk|7323 	
despair|6509 	destroy|6889 	detail|6282 	detect|7401 	develop|5775 	device|5941 	
devote|7381 	diagram|6362 	dial|6789 	diamond|6089 	diary|6264 	dice|5518 	
diesel|5891 	diet|7420 	differ|6915 	digital|6203 	dignity|6935 	dilemma|5475 	
dinner|5618 	dinosaur|7070 	direct|5678 	dirt|6253 	disagree|6505 	discover|6540 	
disease|7143 	dish|5855 	dismiss|7446 	disorder|7410 	display|6669 	distance|5954 	
divert|5615 	divide|5695 	divorce|6535 	dizzy|6898 	doctor|5590 	document|7045 	
dog|7105 	doll|5872 	dolphin|6711 	domain|5923 	donate|5588 	donkey|6056 	
donor|6120 	door|7389 	dose|6516 	double|5647 	dove|7456 	draft|6478 	
dragon|5829 	drama|5589 	drastic|7334 	draw|6387 	dream|5840 	dress|7402 	
drift|5496 	drill|5804 	drink|6562 	drip|5691 	drive|7015 	drop|6479 	
drum|6532 	dry|5743 	duck|6196 	dumb|5760 	dune|5467 	during|7039 	
dust|6194 	dutch|7341 	duty|6432 	dwarf|6901 	dynamic|6744 	eager|5553 	
eagle|5685 	early|6133 	earn|7372 	earth|6769 	easily|5451 	east|5599 	
easy|5632 	echo|5640 	ecology|5598 	economy|6115 	edge|5674 	edit|7057 	
educate|7220 	effort|5825 	egg|5694 	eight|6210 	either|6270 	elbow|7019 	
elder|5860 	electric|5580 	elegant|6215 	element|6607 	elephant|7042 	elevator|6341 	
elite|5560 	else|6266 	embark|5858 	embody|6002 	embrace|5644 	emerge|5686 	
emotion|7326 	employ|6101 	empower|5547 	empty|6475 	enable|7216 	enact|5690 	
endless|6325 	endorse|6047 	end|7331 	enemy|6482 	energy|6619 	enforce|6238 	
engage|6428 	engine|5591 	enhance|5933 	enjoy|7079 	enlist|5438 	enough|5471 	
enrich|5543 	enroll|7108 	ensure|6896 	enter|7409 	entire|7279 	entry|5457 	
envelope|5571 	episode|7062 	equal|6713 	equip|7082 	erase|6667 	era|7101 	
