1770-06-10-en-bip39-orange-dangerous-horse-encode
abandon|6921 	ability|5873 	able|6852 	about|5631 	above|6470 	absent|5923 	
absorb|5455 	abstract|6729 	absurd|6607 	abuse|5459 	access|6646 	accident|6228 	
account|6977 	accuse|6087 	achieve|6672 	acid|6663 	acoustic|5666 	acquire|6545 	
across|6816 	action|5486 	actor|7365 	actress|6998 	actual|5479 	act|7150 	
adapt|6948 	addict|6886 	address|6985 	add|5776 	adjust|6937 	admit|7055 	
adult|6698 	advance|6098 	advice|6171 	aerobic|7170 	affair|6343 	afford|7196 	
afraid|7447 	again|7290 	agent|6955 	age|5645 	agree|5689 	ahead|6344 	
aim|6486 	airport|6821 	air|6731 	aisle|6472 	alarm|6997 	album|6224 	
alcohol|6833 	alert|7023 	alien|6443 	alley|5703 	allow|7341 	all|6427 	
almost|7182 	alone|5570 	alpha|6432 	already|6735 	also|6682 	alter|5510 	
always|7276 	amateur|5623 	amazing|6655 	among|5615 	amount|6373 	amused|5647 	
analyst|5607 	anchor|5646 	ancient|6083 	anger|5682 	angle|5678 	angry|6440 	
animal|6942 	ankle|5434 	announce|5861 	annual|5820 	another|5639 	answer|5782 	
antenna|6706 	antique|7288 	anxiety|5985 	any|6912 	apart|6704 	apology|5759 	
appear|6384 	apple|7206 	approve|7404 	april|6212 	arch|5897 	arctic|6352 	
area|5533 	arena|7001 	argue|6694 	armed|7029 	armor|5871 	army|6909 	
arm|6639 	around|6479 	arrange|5549 	arrest|6555 	arrive|6779 	arrow|6229 	
artefact|5780 	artist|6794 	artwork|7140 	art|6900 	ask|5562 	aspect|6987 	
assault|7003 	asset|7027 	assist|7005 	assume|6354 	asthma|6200 	athlete|6182 	
atom|7190 	attack|6711 	attend|6116 	attitude|7166 	attract|7235 	auction|6559 	
audit|6067 	august|6961 	aunt|6092 	author|5550 	auto|6575 	autumn|5457 	
average|6081 	avocado|6318 	avoid|6034 	awake|6463 	aware|6986 	away|7037 	
awesome|5626 	awful|6289 	awkward|5744 	axis|6181 	baby|6251 	bachelor|6448 	
bacon|6132 	badge|5555 	bag|5738 	balance|5934 	balcony|6574 	ball|6557 	
bamboo|6922 	banana|6435 	banner|6938 	barely|6018 	bargain|6072 	barrel|5942 	
bar|6716 	base|6110 	basic|6256 	basket|6273 	battle|7045 	beach|5704 	
bean|6045 	beauty|5685 	because|6255 	become|6809 	beef|7172 	before|5856 	
begin|6714 	behave|6881 	behind|5616 	believe|7155 	below|6219 	belt|5778 	
bench|5527 	benefit|6707 	best|5700 	betray|6784 	better|7002 	between|6579 	
beyond|6541 	bicycle|6086 	bid|7451 	bike|5494 	bind|7471 	biology|6514 	
bird|5734 	birth|7306 	bitter|6795 	black|6306 	blade|7060 	blame|6046 	
blanket|6042 	blast|6449 	bleak|7147 	bless|6843 	blind|7047 	blood|5489 	
blossom|6676 	blouse|5982 	blue|6032 	blur|6048 	blush|5834 	board|5952 	
