1775-04-28-en-bip39-yellow-determined-cat-encode
abandon|5876 	ability|6008 	able|6163 	about|6370 	above|6849 	absent|6506 	
absorb|7256 	abstract|6993 	absurd|6604 	abuse|6439 	access|6797 	accident|7186 	
account|5484 	accuse|5998 	achieve|6853 	acid|6726 	acoustic|7113 	acquire|6152 	
across|6213 	action|6316 	actor|7135 	actress|7129 	actual|5893 	act|5926 	
adapt|6516 	addict|6304 	address|5472 	add|6874 	adjust|7051 	admit|7037 	
adult|5514 	advance|6729 	advice|5969 	aerobic|6322 	affair|5882 	afford|6003 	
afraid|5565 	again|6406 	agent|5616 	age|6009 	agree|5991 	ahead|5712 	
aim|7458 	airport|6670 	air|6400 	aisle|6999 	alarm|6201 	album|5595 	
alcohol|5673 	alert|6295 	alien|6566 	alley|6349 	allow|5922 	all|7263 	
almost|6781 	alone|6793 	alpha|5840 	already|6879 	also|6054 	alter|7148 	
always|6570 	amateur|5490 	amazing|6226 	among|7228 	amount|6744 	amused|6029 	
analyst|6134 	anchor|5720 	ancient|7464 	anger|5910 	angle|6272 	angry|5762 	
animal|7070 	ankle|7110 	announce|7336 	annual|5827 	another|6463 	answer|6705 	
antenna|7253 	antique|5749 	anxiety|6443 	any|5620 	apart|6995 	apology|5847 	
appear|6509 	apple|6889 	approve|6783 	april|6818 	arch|6416 	arctic|7027 	
area|5946 	arena|5925 	argue|6239 	armed|6877 	armor|6077 	army|6988 	
arm|6110 	around|7017 	arrange|7119 	arrest|5666 	arrive|5860 	arrow|6760 	
artefact|5501 	artist|6087 	artwork|6958 	art|6182 	ask|6925 	aspect|7221 	
assault|5952 	asset|7009 	assist|6351 	assume|6519 	asthma|6109 	athlete|5789 	
atom|6192 	attack|6628 	attend|7187 	attitude|6221 	attract|5713 	auction|5455 	
audit|5718 	august|5891 	aunt|6495 	author|5873 	auto|5817 	autumn|6584 	
average|7334 	avocado|7205 	avoid|5674 	awake|6494 	aware|5683 	away|6585 	
awesome|6730 	awful|7021 	awkward|6841 	axis|7168 	baby|6504 	bachelor|5574 	
bacon|6540 	badge|7356 	bag|6224 	balance|6244 	balcony|7446 	ball|5678 	
bamboo|6624 	banana|5826 	banner|5747 	barely|6595 	bargain|6437 	barrel|6170 	
bar|6085 	base|5647 	basic|7203 	basket|7332 	battle|6735 	beach|5448 	
bean|7330 	beauty|7195 	because|6269 	become|6965 	beef|5930 	before|6311 	
begin|7077 	behave|7217 	behind|6094 	believe|7416 	below|7308 	belt|6950 	
bench|6823 	benefit|6118 	best|5920 	betray|6505 	better|6088 	between|7015 	
beyond|5804 	bicycle|6069 	bid|6709 	bike|6866 	bind|5842 	biology|6997 	
bird|6189 	birth|5651 	bitter|6621 	black|7023 	blade|5745 	blame|5923 	
blanket|5530 	blast|7448 	bleak|6800 	bless|5859 	blind|7353 	blood|6171 	
blossom|5771 	blouse|6949 	blue|6148 	blur|6391 	blush|6011 	board|6836 	
boat|7449 	body|6700 	boil|5999 	bomb|5828 	bone|5555 	bonus|6076 	
book|6053 	boost|6789 	border|5672 	boring|6937 	borrow|5722 	boss|5585 	
bottom|6969 	bounce|6647 	box|6117 	boy|6786 	bracket|5791 	brain|6450 	
brand|5904 	brass|5878 	brave|6864 	bread|6293 	breeze|5944 	brick|6219 	
bridge|5654 	brief|7288 	bright|6904 	bring|6484 	brisk|6716 	broccoli|5656 	
broken|5703 	bronze|7068 	broom|5506 	brother|5746 	brown|6455 	brush|5609 	
bubble|5784 	buddy|5509 	budget|7319 	buffalo|5600 	build|7264 	bulb|6747 	
bulk|7033 	bullet|5941 	bundle|6407 	bunker|6497 	burden|6282 	burger|6296 	
burst|5849 	business|7249 	busy|6402 	bus|5759 	butter|7155 	buyer|5986 	
buzz|7085 	cabbage|5675 	cabin|6486 	cable|6639 	cactus|6527 	cage|7216 	
cake|7473 	call|5811 	calm|7097 	camera|6701 	camp|5988 	canal|5719 	
cancel|6787 	candy|6817 	cannon|5844 	canoe|6017 	canvas|5714 	canyon|5610 	
can|6777 	capable|6784 	capital|7057 	captain|5513 	carbon|6984 	card|5664 	
cargo|7478 	carpet|5442 	carry|5933 	cart|6195 	car|7351 	case|6164 	
cash|6217 	casino|5637 	castle|6664 	casual|6855 	catalog|7328 	catch|7451 	
category|5761 	cattle|7147 	cat|5936 	caught|5870 	cause|5575 	caution|6829 	
cave|6828 	ceiling|5815 	celery|5955 	cement|6432 	census|5773 	century|7259 	
cereal|5843 	certain|6872 	chair|7372 	chalk|6680 	champion|6945 	change|6332 	
chaos|5788 	chapter|6012 	charge|6280 	chase|5481 	chat|6428 	cheap|5521 	
check|6460 	cheese|6780 	chef|5531 	cherry|7207 	chest|6746 	chicken|6601 	
chief|6161 	child|6397 	chimney|6124 	choice|6210 	choose|6816 	chronic|6327 	
chuckle|5520 	chunk|6075 	churn|7477 	cigar|6631 	cinnamon|6372 	circle|5699 	
citizen|5469 	city|7084 	civil|5652 	claim|7055 	clap|6343 	clarify|6062 	
claw|5994 	clay|6898 	clean|5461 	clerk|7389 	clever|6422 	click|5872 	
client|6704 	cliff|6920 	climb|6755 	clinic|6027 	clip|7201 	clock|7043 	
clog|5551 	close|5975 	cloth|6457 	cloud|6353 	clown|6884 	club|6262 	
clump|7376 	cluster|6568 	clutch|5539 	coach|5635 	coast|5653 	coconut|6361 	
code|6714 	coffee|6381 	coil|7175 	coin|5776 	collect|6090 	color|6562 	
column|6312 	combine|7391 	come|5578 	comfort|5569 	comic|7233 	common|6070 	
company|6749 	concert|6120 	conduct|5949 	confirm|7270 	congress|7370 	connect|7180 	
consider|5546 	control|6477 	convince|6539 	cook|6048 	cool|6526 	copper|5709 	
copy|5750 	coral|5909 	core|5692 	corn|5641 	correct|7003 	cost|5954 	
cotton|6964 	couch|6868 	country|5769 	couple|6410 	course|6241 	cousin|6387 	
cover|7273 	coyote|6655 	crack|7202 	cradle|7223 	craft|5754 	cram|6843 	
crane|6588 	crash|6122 	crater|5885 	crawl|6922 	crazy|6660 	cream|6513 	
credit|5503 	creek|7166 	crew|6748 	cricket|6348 	crime|5851 	crisp|5974 	
critic|7467 	crop|6846 	cross|7310 	crouch|7212 	crowd|5814 	crucial|6801 	
cruel|6061 	cruise|7304 	crumble|6996 	crunch|6424 	crush|6778 	crystal|6652 	
cry|6927 	cube|5691 	culture|7428 	cupboard|6368 	cup|6756 	curious|5566 	
current|7019 	curtain|6617 	curve|6537 	cushion|7312 	custom|5696 	cute|5984 	
cycle|5892 	dad|7125 	damage|6834 	damp|6854 	dance|5549 	danger|6899 	
daring|6253 	dash|7047 	daughter|6319 	dawn|6915 	day|6131 	deal|5554 	
debate|6403 	debris|7314 	decade|5875 	december|5560 	decide|5778 	decline|6565 	
decorate|6636 	decrease|5689 	deer|6893 	defense|7005 	define|5932 	defy|6013 	
degree|6808 	delay|6991 	deliver|5630 	demand|7436 	demise|7038 	denial|5867 	
dentist|7075 	deny|6199 	depart|6071 	depend|5918 	deposit|5976 	depth|5496 	
deputy|7346 	derive|6524 	describe|5587 	desert|7380 	design|5515 	desk|6688 	
despair|7479 	destroy|6717 	detail|6496 	detect|6706 	develop|6388 	device|7121 	
devote|6052 	diagram|6707 	dial|7382 	diamond|6961 	diary|6472 	dice|7396 	
diesel|6287 	diet|5534 	differ|6157 	digital|6229 	dignity|7191 	dilemma|7347 	
dinner|6058 	dinosaur|5436 	direct|6885 	dirt|7262 	disagree|7311 	discover|5728 	
disease|5485 	dish|6418 	dismiss|5990 	disorder|5768 	display|7102 	distance|5819 	
divert|7408 	divide|7406 	divorce|7399 	dizzy|7299 	doctor|6981 	document|5831 	
dog|6805 	doll|5935 	dolphin|6299 	domain|6512 	donate|7243 	donkey|6804 	
