1776-03-01-en-bip39-pink-calm-sloth-encode
abandon|5456 	ability|5953 	able|6218 	about|7085 	above|7405 	absent|7140 	
absorb|6963 	abstract|6407 	absurd|5691 	abuse|6857 	access|6713 	accident|7342 	
account|5936 	accuse|5617 	achieve|7141 	acid|7253 	acoustic|5591 	acquire|7048 	
across|6826 	action|6101 	actor|7474 	actress|6860 	actual|6222 	act|6898 	
adapt|7477 	addict|6181 	address|7430 	add|6734 	adjust|7206 	admit|6746 	
adult|5773 	advance|5603 	advice|6683 	aerobic|7307 	affair|6808 	afford|6702 	
afraid|7287 	again|6647 	agent|6003 	age|6096 	agree|7184 	ahead|5704 	
aim|5791 	airport|6286 	air|7428 	aisle|5446 	alarm|6872 	album|5566 	
alcohol|6069 	alert|6805 	alien|7363 	alley|6592 	allow|6497 	all|7318 	
almost|5485 	alone|5945 	alpha|5692 	already|6070 	also|5729 	alter|5557 	
always|7303 	amateur|6114 	amazing|5606 	among|6581 	amount|6488 	amused|5586 	
analyst|5673 	anchor|6466 	ancient|6567 	anger|6199 	angle|5965 	angry|5856 	
animal|5780 	ankle|6178 	announce|7052 	annual|6655 	another|6938 	answer|7442 	
antenna|7279 	antique|7182 	anxiety|6311 	any|6512 	apart|5730 	apology|6329 	
appear|6044 	apple|7160 	approve|7388 	april|7168 	arch|6999 	arctic|6566 	
area|5688 	arena|6442 	argue|6785 	armed|6800 	armor|6470 	army|6523 	
arm|5824 	around|7132 	arrange|7452 	arrest|6489 	arrive|6048 	arrow|6629 	
artefact|5977 	artist|7068 	artwork|7398 	art|6234 	ask|6870 	aspect|5889 	
assault|6989 	asset|7476 	assist|6707 	assume|5962 	asthma|5584 	athlete|6616 	
atom|5640 	attack|5821 	attend|5472 	attitude|6821 	attract|7450 	auction|6501 	
audit|6390 	august|7250 	aunt|5700 	author|7114 	auto|5484 	autumn|6711 	
average|7334 	avocado|5522 	avoid|7038 	awake|6080 	aware|6331 	away|5838 	
awesome|6571 	awful|6086 	awkward|7185 	axis|6208 	baby|5823 	bachelor|6796 	
bacon|6834 	badge|6336 	bag|6271 	balance|6259 	balcony|6475 	ball|5797 	
bamboo|7258 	banana|5630 	banner|7283 	barely|7155 	bargain|6240 	barrel|5833 	
bar|6871 	base|5496 	basic|6116 	basket|7438 	battle|7093 	beach|7373 	
bean|7376 	beauty|7362 	because|6930 	become|7041 	beef|7138 	before|7169 	
begin|5779 	behave|6416 	behind|6888 	believe|6421 	below|7014 	belt|6584 	
bench|5563 	benefit|6000 	best|6673 	betray|7154 	better|7270 	between|5440 	
