1778-12-26-en-bip39-purple-fierce-deer-encode
abandon|5715 	ability|6088 	able|7266 	about|6430 	above|6067 	absent|5934 	
absorb|5781 	abstract|5735 	absurd|6077 	abuse|6976 	access|6412 	accident|6322 	
account|7287 	accuse|6568 	achieve|5667 	acid|5919 	acoustic|5774 	acquire|6153 	
across|6507 	action|5438 	actor|6988 	actress|6417 	actual|6140 	act|5881 	
adapt|6452 	addict|7337 	address|6400 	add|7327 	adjust|5454 	admit|6396 	
adult|7143 	advance|5756 	advice|7426 	aerobic|5624 	affair|6006 	afford|7104 	
afraid|7462 	again|7376 	agent|6855 	age|6265 	agree|5449 	ahead|7336 	
aim|6588 	airport|5666 	air|5895 	aisle|5900 	alarm|5448 	album|7357 	
alcohol|5536 	alert|5519 	alien|5720 	alley|7015 	allow|7233 	all|5914 	
almost|5503 	alone|5775 	alpha|6757 	already|7025 	also|7333 	alter|6510 	
always|7177 	amateur|6070 	amazing|5865 	among|6733 	amount|6987 	amused|6249 	
analyst|7231 	anchor|6924 	ancient|7175 	anger|6809 	angle|6255 	angry|6356 	
animal|7251 	ankle|6913 	announce|7162 	annual|7427 	another|5617 	answer|7240 	
antenna|5668 	antique|5993 	anxiety|6772 	any|6574 	apart|5962 	apology|6188 	
appear|7183 	apple|6767 	approve|5963 	april|7351 	arch|6914 	arctic|6072 	
area|5961 	arena|6146 	argue|5730 	armed|5486 	armor|5844 	army|6635 	
arm|6967 	around|5476 	arrange|6614 	arrest|7285 	arrive|7071 	arrow|7310 	
artefact|6909 	artist|6633 	artwork|7467 	art|6212 	ask|5731 	aspect|6426 	
assault|5857 	asset|6103 	assist|6344 	assume|7465 	asthma|5904 	athlete|5462 	
atom|6237 	attack|6892 	attend|6929 	attitude|7050 	attract|7005 	auction|7064 	
audit|5852 	august|7122 	aunt|6095 	author|6713 	auto|5533 	autumn|5471 	
average|5941 	avocado|5586 	avoid|6555 	awake|7335 	aware|6876 	away|5949 	
awesome|6583 	awful|6916 	awkward|5689 	axis|6275 	baby|5441 	bachelor|5629 	
bacon|6086 	badge|5574 	bag|7150 	balance|5572 	balcony|7117 	ball|6939 	
