1778-10-23-en-bip39-blue-friendly-newt-encode
abandon|7351 	ability|6429 	able|5509 	about|6228 	above|6710 	absent|6892 	
absorb|6058 	abstract|7317 	absurd|5623 	abuse|6078 	access|7405 	accident|6069 	
account|5700 	accuse|6322 	achieve|7198 	acid|7145 	acoustic|6402 	acquire|6396 	
across|5957 	action|7224 	actor|6602 	actress|6318 	actual|5484 	act|7296 	
adapt|5701 	addict|6094 	address|5527 	add|6734 	adjust|5507 	admit|7472 	
adult|5646 	advance|7282 	advice|6160 	aerobic|7468 	affair|6407 	afford|6527 	
afraid|7092 	again|6612 	agent|6969 	age|7215 	agree|5499 	ahead|5859 	
aim|6053 	airport|6224 	air|6440 	aisle|6304 	alarm|6739 	album|6575 	
alcohol|5767 	alert|7344 	alien|6724 	alley|6323 	allow|5607 	all|5762 	
almost|7039 	alone|5919 	alpha|6296 	already|6143 	also|6705 	alter|6299 	
always|6400 	amateur|5477 	amazing|5979 	among|7441 	amount|6817 	amused|5449 	
analyst|7074 	anchor|7133 	ancient|5832 	anger|6911 	angle|7325 	angry|6555 	
animal|5675 	ankle|5996 	announce|7393 	annual|6687 	another|6542 	answer|6203 	
antenna|6646 	antique|7235 	anxiety|6692 	any|6475 	apart|7070 	apology|7007 	
appear|7476 	apple|7107 	approve|6807 	april|6661 	arch|7349 	arctic|5464 	
area|6246 	arena|5980 	argue|7292 	armed|5525 	armor|6231 	army|6340 	
arm|5689 	around|6786 	arrange|7119 	arrest|5879 	arrive|5651 	arrow|6113 	
artefact|7470 	artist|6757 	artwork|5907 	art|5437 	ask|5497 	aspect|6568 	
assault|7465 	asset|6014 	assist|6417 	assume|7434 	asthma|7038 	athlete|5947 	
atom|6056 	attack|6624 	attend|6589 	attitude|5731 	attract|7097 	auction|7200 	
audit|6597 	august|6601 	aunt|6876 	author|5738 	auto|6363 	autumn|7207 	
average|5986 	avocado|7212 	avoid|7003 	awake|6060 	aware|6150 	away|6635 	
awesome|7250 	awful|7242 	awkward|6170 	axis|6186 	baby|5974 	bachelor|6763 	
bacon|5969 	badge|6132 	bag|7035 	balance|5644 	balcony|5445 	ball|7022 	
bamboo|6508 	banana|6620 	banner|6210 	barely|6703 	bargain|6292 	barrel|6012 	
bar|6354 	base|6979 	basic|7362 	basket|6119 	battle|7330 	beach|6965 	
bean|6055 	beauty|5503 	because|5648 	become|6750 	beef|5536 	before|5956 	
begin|6571 	behave|7371 	behind|5963 	believe|5494 	below|7078 	belt|5924 	
