1778-05-01-en-bip39-gray-cautious-goldfinch-encode
abandon|6596 	ability|7027 	able|6775 	about|6863 	above|5867 	absent|6988 	
absorb|7475 	abstract|5619 	absurd|6327 	abuse|5910 	access|7469 	accident|6340 	
account|7074 	accuse|6337 	achieve|6597 	acid|6126 	acoustic|6002 	acquire|5494 	
across|6655 	action|6162 	actor|6384 	actress|7387 	actual|5738 	act|6971 	
adapt|5512 	addict|5884 	address|7372 	add|5710 	adjust|7401 	admit|7029 	
adult|7473 	advance|7076 	advice|6563 	aerobic|7138 	affair|7202 	afford|7169 	
afraid|6768 	again|6896 	agent|5505 	age|5503 	agree|6705 	ahead|7476 	
aim|6023 	airport|5791 	air|6325 	aisle|5857 	alarm|5637 	album|7084 	
alcohol|5795 	alert|6090 	alien|6163 	alley|6701 	allow|7447 	all|6779 	
almost|6172 	alone|6577 	alpha|6508 	already|5769 	also|5990 	alter|7374 	
always|5454 	amateur|7127 	amazing|7214 	among|6708 	amount|7140 	amused|7419 	
analyst|6232 	anchor|6152 	ancient|6092 	anger|7390 	angle|6946 	angry|6204 	
animal|5871 	ankle|6191 	announce|6442 	annual|7243 	another|7295 	answer|6089 	
antenna|6828 	antique|5657 	anxiety|6624 	any|6450 	apart|6822 	apology|6238 	
appear|7196 	apple|6012 	approve|6497 	april|5836 	arch|5949 	arctic|6323 	
area|7248 	arena|5506 	argue|7052 	armed|5864 	armor|7133 	army|7104 	
arm|6816 	around|6377 	arrange|5525 	arrest|6432 	arrive|6062 	arrow|7242 	
artefact|7097 	artist|5830 	artwork|6827 	art|7399 	ask|7085 	aspect|6877 	
assault|7421 	asset|7430 	assist|5451 	assume|5942 	asthma|5455 	athlete|6504 	
atom|5687 	attack|5477 	attend|6539 	attitude|7001 	attract|6883 	auction|7415 	
audit|6564 	august|6636 	aunt|7256 	author|7249 	auto|6202 	autumn|6069 	
average|6699 	avocado|7449 	avoid|6470 	awake|6642 	aware|6688 	away|6945 	
awesome|6324 	awful|5614 	awkward|6766 	axis|6872 	baby|7178 	bachelor|7273 	
bacon|6978 	badge|5661 	bag|5918 	balance|5563 	balcony|5860 	ball|7460 	
bamboo|7417 	banana|6343 	banner|6899 	barely|5812 	bargain|6366 	barrel|7454 	
bar|6376 	base|5433 	basic|6358 	basket|6925 	battle|7388 	beach|6422 	
bean|5837 	beauty|6046 	because|6175 	become|5482 	beef|5602 	before|6906 	
begin|7189 	behave|6088 	behind|5816 	believe|5646 	below|6457 	belt|5510 	
bench|7135 	benefit|6698 	best|7152 	betray|6666 	better|6728 	between|5726 	
beyond|5938 	bicycle|7158 	bid|5961 	bike|6676 	bind|7225 	biology|6136 	
bird|7018 	birth|6201 	bitter|5449 	black|5478 	blade|6351 	blame|5691 	
blanket|7325 	blast|6271 	bleak|6489 	bless|6854 	blind|6196 	blood|6234 	
