1778-12-15-en-bip39-black-jittery-aardvark-encode
abandon|7045 	ability|6975 	able|6429 	about|7197 	above|6650 	absent|6415 	
absorb|6424 	abstract|6253 	absurd|5868 	abuse|6719 	access|5527 	accident|5437 	
account|5906 	accuse|6393 	achieve|7199 	acid|5636 	acoustic|5865 	acquire|6889 	
across|6659 	action|6041 	actor|7189 	actress|5942 	actual|6756 	act|6673 	
adapt|6803 	addict|6220 	address|7357 	add|5651 	adjust|6703 	admit|5508 	
adult|6979 	advance|7031 	advice|6936 	aerobic|5578 	affair|6160 	afford|6364 	
afraid|5702 	again|6179 	agent|7274 	age|6960 	agree|5469 	ahead|5842 	
aim|6475 	airport|6683 	air|6496 	aisle|5532 	alarm|6787 	album|6024 	
alcohol|6174 	alert|5962 	alien|6513 	alley|5911 	allow|7130 	all|6762 	
almost|6871 	alone|6458 	alpha|5433 	already|7338 	also|6230 	alter|6396 	
always|6523 	amateur|6736 	amazing|7223 	among|7074 	amount|7038 	amused|7470 	
analyst|6709 	anchor|6618 	ancient|5531 	anger|7448 	angle|6923 	angry|5799 	
animal|6983 	ankle|6445 	announce|7398 	annual|7198 	another|6563 	answer|6539 	
antenna|5830 	antique|6246 	anxiety|6423 	any|7080 	apart|6018 	apology|5487 	
appear|7369 	apple|6990 	approve|5802 	april|7055 	arch|6557 	arctic|6881 	
area|5499 	arena|6089 	argue|7072 	armed|7095 	armor|6746 	army|7167 	
arm|6178 	around|6276 	arrange|6100 	arrest|6261 	arrive|6916 	arrow|6621 	
artefact|6894 	artist|6935 	artwork|5545 	art|7358 	ask|5999 	aspect|6354 	
assault|7465 	asset|7004 	assist|6605 	assume|6096 	asthma|6190 	athlete|7289 	
atom|6410 	attack|6625 	attend|6468 	attitude|6097 	attract|6622 	auction|5898 	
audit|7298 	august|7133 	aunt|7019 	author|7391 	auto|6821 	autumn|7328 	
average|6238 	avocado|6251 	avoid|6493 	awake|6201 	aware|7018 	away|6707 	
awesome|6510 	awful|5627 	awkward|5729 	axis|6516 	baby|6682 	bachelor|6877 	
bacon|5777 	badge|6368 	bag|6956 	balance|5597 	balcony|6712 	ball|6963 	
bamboo|7182 	banana|6732 	banner|6102 	barely|7336 	bargain|6280 	barrel|6144 	
bar|6004 	base|6369 	basic|5974 	basket|5439 	battle|6876 	beach|6791 	
bean|5647 	beauty|7411 	because|5770 	become|5618 	beef|6010 	before|5889 	
begin|6574 	behave|6288 	behind|7299 	believe|6852 	below|7321 	belt|5817 	
bench|5507 	benefit|7233 	best|6299 	betray|7400 	better|6048 	between|5780 	
beyond|6948 	bicycle|6094 	bid|7137 	bike|7109 	bind|5451 	biology|5649 	
bird|7206 	birth|5858 	bitter|7435 	black|7136 	blade|6386 	blame|7282 	
blanket|7104 	blast|5492 	bleak|6728 	bless|7450 	blind|7406 	blood|6017 	
blossom|6290 	blouse|7194 	blue|5694 	blur|6789 	blush|6331 	board|5611 	
boat|5693 	body|5490 	boil|6075 	bomb|7351 	bone|6124 	bonus|6529 	
book|6976 	boost|7291 	border|5443 	boring|7190 	borrow|5438 	boss|6231 	
bottom|5502 	bounce|5556 	box|6131 	boy|5734 	bracket|6714 	brain|7316 	
brand|6633 	brass|6999 	brave|6528 	bread|5845 	breeze|6456 	brick|7217 	
bridge|7294 	brief|6465 	bright|6797 	bring|6598 	brisk|6721 	broccoli|5583 	
broken|6350 	bronze|5683 	broom|6592 	brother|7453 	brown|7142 	brush|5607 	
bubble|6931 	buddy|5712 	budget|6937 	buffalo|7173 	build|6473 	bulb|7245 	
bulk|6193 	bullet|7192 	bundle|7396 	bunker|5540 	burden|6486 	burger|6397 	
burst|5690 	business|6011 	busy|6127 	bus|5656 	butter|6153 	buyer|7051 	
buzz|7445 	cabbage|6552 	cabin|6441 	cable|6834 	cactus|6304 	cage|5873 	
cake|5498 	call|5833 	calm|6314 	camera|5849 	camp|6370 	canal|6869 	
