1778-03-05-en-bip39-purple-fantastic-kangaroo-encode
abandon|5856 	ability|5877 	able|5925 	about|5434 	above|7076 	absent|6903 	
absorb|6586 	abstract|6862 	absurd|7469 	abuse|5436 	access|5707 	accident|7391 	
account|5916 	accuse|6726 	achieve|7288 	acid|5799 	acoustic|6525 	acquire|7450 	
across|6610 	action|6976 	actor|7429 	actress|7421 	actual|7446 	act|6844 	
adapt|7361 	addict|5521 	address|6220 	add|7246 	adjust|5917 	admit|7177 	
adult|5976 	advance|5995 	advice|5697 	aerobic|7418 	affair|5874 	afford|5558 	
afraid|6612 	again|7383 	agent|6813 	age|6066 	agree|7398 	ahead|7300 	
aim|5604 	airport|7376 	air|6591 	aisle|6791 	alarm|6792 	album|7238 	
alcohol|6924 	alert|6260 	alien|5459 	alley|7445 	allow|7129 	all|5912 	
almost|5703 	alone|6254 	alpha|6629 	already|5514 	also|6048 	alter|5672 	
always|6544 	amateur|6547 	amazing|5486 	among|7162 	amount|6090 	amused|6375 	
analyst|6503 	anchor|5977 	ancient|6231 	anger|7132 	angle|6985 	angry|6866 	
animal|6733 	ankle|6719 	announce|6515 	annual|6201 	another|6745 	answer|7007 	
antenna|5900 	antique|5567 	anxiety|6616 	any|7428 	apart|7229 	apology|7458 	
appear|6328 	apple|5885 	approve|6902 	april|5793 	arch|5551 	arctic|5757 	
area|5762 	arena|5728 	argue|6081 	armed|6235 	armor|6707 	army|5817 	
arm|7234 	around|5785 	arrange|6962 	arrest|6729 	arrive|6731 	arrow|6364 	
artefact|6711 	artist|6270 	artwork|6117 	art|6318 	ask|6390 	aspect|7243 	
assault|6657 	asset|6021 	assist|6708 	assume|7256 	asthma|6030 	athlete|6023 	
atom|7276 	attack|6180 	attend|5931 	attitude|6131 	attract|6751 	auction|5569 	
audit|7271 	august|7077 	aunt|6146 	author|5796 	auto|7390 	autumn|6229 	
average|6524 	avocado|6577 	avoid|6847 	awake|7058 	aware|6271 	away|6185 	
awesome|7426 	awful|6326 	awkward|5505 	axis|6007 	baby|6574 	bachelor|6233 	
bacon|5749 	badge|5758 	bag|6642 	balance|6531 	balcony|7085 	ball|5677 	
bamboo|5708 	banana|6662 	banner|7462 	barely|7068 	bargain|7315 	barrel|7012 	
bar|7448 	base|6306 	basic|6670 	basket|6960 	battle|7254 	beach|6511 	
bean|5721 	beauty|7211 	because|5807 	become|5873 	beef|6864 	before|6001 	
begin|7198 	behave|6034 	behind|6533 	believe|7224 	below|7080 	belt|6091 	
bench|6360 	benefit|5559 	best|7070 	betray|7350 	better|6886 	between|6596 	
beyond|5442 	bicycle|6638 	bid|5626 	bike|5829 	bind|6639 	biology|6252 	
bird|5601 	birth|5913 	bitter|5642 	black|5589 	blade|6952 	blame|6384 	
