1773-04-23-en-bip39-black-light-opossum-encode
abandon|5658 	ability|7248 	able|5821 	about|7076 	above|6087 	absent|7101 	
absorb|6960 	abstract|6897 	absurd|5553 	abuse|7147 	access|7109 	accident|5572 	
account|6039 	accuse|7393 	achieve|6367 	acid|7475 	acoustic|6735 	acquire|6274 	
across|6165 	action|6787 	actor|5781 	actress|5756 	actual|7165 	act|6835 	
adapt|6389 	addict|6783 	address|7031 	add|6860 	adjust|5839 	admit|5478 	
adult|7167 	advance|6805 	advice|5579 	aerobic|6148 	affair|6185 	afford|6745 	
afraid|6308 	again|7246 	agent|6820 	age|6118 	agree|7444 	ahead|5603 	
aim|6856 	airport|7339 	air|5605 	aisle|5642 	alarm|6268 	album|5569 	
alcohol|6603 	alert|7425 	alien|7479 	alley|6633 	allow|7273 	all|6908 	
almost|7306 	alone|5773 	alpha|6445 	already|7236 	also|6177 	alter|6054 	
always|6670 	amateur|7412 	amazing|6399 	among|6135 	amount|5490 	amused|5483 	
analyst|6129 	anchor|7226 	ancient|6609 	anger|5530 	angle|6602 	angry|5824 	
animal|6872 	ankle|5844 	announce|6453 	annual|6067 	another|5850 	answer|7182 	
antenna|6262 	antique|5836 	anxiety|6411 	any|6555 	apart|6978 	apology|7207 	
appear|5972 	apple|5774 	approve|7251 	april|6585 	arch|5535 	arctic|6627 	
area|5944 	arena|7065 	argue|5913 	armed|6700 	armor|6932 	army|6495 	
arm|6705 	around|5992 	arrange|7203 	arrest|6408 	arrive|6297 	arrow|6337 	
artefact|6999 	artist|5465 	artwork|5930 	art|5962 	ask|5441 	aspect|7376 	
assault|6350 	asset|5607 	assist|6587 	assume|5628 	asthma|5936 	athlete|6832 	
atom|7128 	attack|7395 	attend|6023 	attitude|6061 	attract|5682 	auction|5604 	
audit|6464 	august|7355 	aunt|6845 	author|6734 	auto|6384 	autumn|6332 	
average|7139 	avocado|5759 	avoid|6245 	awake|6193 	aware|7105 	away|7397 	
awesome|6425 	awful|7077 	awkward|6299 	axis|5681 	baby|7035 	bachelor|6550 	
bacon|6942 	badge|6768 	bag|5837 	balance|7280 	balcony|6653 	ball|5662 	
bamboo|6821 	banana|5941 	banner|6801 	barely|6312 	bargain|7244 	barrel|7002 	
bar|5546 	base|5654 	basic|5545 	basket|7134 	battle|6486 	beach|7448 	
bean|6344 	beauty|5657 	because|6666 	become|6580 	beef|7459 	before|5513 	
begin|5980 	behave|7042 	behind|5867 	believe|6333 	below|6382 	belt|7146 	
bench|6220 	benefit|7386 	best|5482 	betray|6365 	better|7278 	between|5640 	
beyond|5755 	bicycle|7047 	bid|6420 	bike|6718 	bind|5863 	biology|7014 	
bird|7142 	birth|7018 	bitter|7151 	black|6511 	blade|6080 	blame|5439 	
blanket|7463 	blast|5547 	bleak|5710 	bless|7474 	blind|7133 	blood|5680 	
blossom|5496 	blouse|7466 	blue|6869 	blur|5835 	blush|7100 	board|7389 	
boat|6305 	body|6307 	boil|5533 	bomb|5875 	bone|6201 	bonus|7038 	
book|6605 	boost|6017 	border|5792 	boring|7391 	borrow|6400 	boss|7399 	
bottom|6836 	bounce|5674 	box|6237 	boy|6829 	bracket|6336 	brain|5896 	
brand|6968 	brass|5552 	brave|6149 	bread|6726 	breeze|6765 	brick|5542 	
bridge|5440 	brief|5899 	bright|6769 	bring|5650 	brisk|7465 	broccoli|6130 	
broken|7225 	bronze|7066 	broom|7029 	brother|6857 	brown|7017 	brush|7309 	
bubble|6917 	buddy|5576 	budget|5827 	buffalo|5536 	build|6980 	bulb|7166 	
bulk|6635 	bullet|5456 	bundle|7117 	bunker|7211 	burden|5624 	burger|7171 	
burst|5457 	business|7336 	busy|5864 	bus|6013 	butter|6063 	buyer|5471 	
buzz|7230 	cabbage|5659 	cabin|6797 	cable|6660 	cactus|6808 	cage|5841 	
cake|7159 	call|6796 	calm|6357 	camera|7275 	camp|6512 	canal|6309 	
