1771-07-16-en-bip39-blue-clear-mockingbird-encode
abandon|5583 	ability|6686 	able|6903 	about|6987 	above|5455 	absent|7059 	
absorb|5504 	abstract|7214 	absurd|7475 	abuse|6701 	access|6119 	accident|7309 	
account|5474 	accuse|5828 	achieve|5957 	acid|5445 	acoustic|6610 	acquire|6096 	
across|6230 	action|6280 	actor|5543 	actress|6488 	actual|5894 	act|5548 	
adapt|5649 	addict|5763 	address|6358 	add|7203 	adjust|7138 	admit|6404 	
adult|6103 	advance|7401 	advice|5468 	aerobic|6063 	affair|7246 	afford|7288 	
afraid|5704 	again|7349 	agent|6749 	age|7333 	agree|6129 	ahead|6994 	
aim|5742 	airport|6573 	air|6904 	aisle|5913 	alarm|5771 	album|7025 	
alcohol|5617 	alert|7463 	alien|5911 	alley|6026 	allow|7181 	all|7046 	
almost|6425 	alone|6732 	alpha|6349 	already|5471 	also|6174 	alter|6772 	
always|6980 	amateur|6494 	amazing|6076 	among|6949 	amount|7161 	amused|6058 	
analyst|5512 	anchor|6112 	ancient|5811 	anger|6451 	angle|6951 	angry|6081 	
animal|6848 	ankle|7094 	announce|6024 	annual|5723 	another|5557 	answer|5627 	
antenna|5849 	antique|7171 	anxiety|6621 	any|6536 	apart|6222 	apology|6595 	
appear|7331 	apple|5451 	approve|5949 	april|7360 	arch|5529 	arctic|6110 	
area|6570 	arena|7002 	argue|7258 	armed|5783 	armor|5562 	army|5671 	
arm|6202 	around|6930 	arrange|5606 	arrest|5936 	arrive|7267 	arrow|6815 	
artefact|6300 	artist|7460 	artwork|5802 	art|7179 	ask|5498 	aspect|5503 	
assault|7347 	asset|7462 	assist|7073 	assume|7289 	asthma|6151 	athlete|6023 	
atom|6983 	attack|6530 	attend|6121 	attitude|5569 	attract|6195 	auction|5525 	
audit|6529 	august|6466 	aunt|7224 	author|7189 	auto|6737 	autumn|6241 	
average|6073 	avocado|5805 	avoid|5780 	awake|6188 	aware|6371 	away|7185 	
awesome|7019 	awful|6186 	awkward|7074 	axis|5680 	baby|6625 	bachelor|7062 	
bacon|7222 	badge|6319 	bag|7015 	balance|6631 	balcony|7158 	ball|6392 	
bamboo|5629 	banana|6724 	banner|6185 	barely|6563 	bargain|7370 	barrel|6996 	
bar|6789 	base|5574 	basic|6407 	basket|6333 	battle|6327 	beach|6092 	
bean|6850 	beauty|6264 	because|6018 	become|7219 	beef|6991 	before|5853 	
begin|7467 	behave|7391 	behind|6523 	believe|7172 	below|5588 	belt|6548 	
bench|5437 	benefit|5456 	best|5824 	betray|6135 	better|5930 	between|6271 	
beyond|5619 	bicycle|7087 	bid|6986 	bike|5596 	bind|6739 	biology|7320 	
bird|6664 	birth|6793 	bitter|6896 	black|7273 	blade|6959 	blame|5508 	
blanket|6655 	blast|6308 	bleak|6448 	bless|7106 	blind|7226 	blood|7278 	
blossom|7043 	blouse|5630 	blue|5708 	blur|5758 	blush|6312 	board|7011 	
boat|6707 	body|7001 	boil|6387 	bomb|5806 	bone|5684 	bonus|5753 	
book|6704 	boost|6826 	border|6190 	boring|7084 	borrow|6968 	boss|7380 	
bottom|7137 	bounce|6652 	box|7375 	boy|6853 	bracket|6673 	brain|7197 	
brand|7118 	brass|7163 	brave|5469 	bread|6350 	breeze|5731 	brick|6722 	
bridge|7126 	brief|5527 	bright|7169 	bring|7000 	brisk|6838 	broccoli|7245 	
broken|7057 	bronze|7201 	broom|7121 	brother|7102 	brown|6924 	brush|6941 	
bubble|6689 	buddy|6079 	budget|5888 	buffalo|6511 	build|7386 	bulb|6800 	
bulk|6326 	bullet|6087 	bundle|5591 	bunker|6913 	burden|5789 	burger|5773 	
burst|5830 	business|5556 	busy|6250 	bus|5479 	butter|5774 	buyer|6892 	
buzz|7415 	cabbage|6197 	cabin|7124 	cable|7343 	cactus|6908 	cage|5791 	
cake|7223 	call|5964 	calm|5493 	camera|5870 	camp|7116 	canal|7240 	
cancel|7029 	candy|7018 	cannon|5745 	canoe|5682 	canvas|6399 	canyon|5520 	
can|7076 	capable|7006 	capital|5603 	captain|7194 	carbon|5481 	card|5762 	
cargo|7071 	carpet|6779 	carry|7312 	cart|5487 	car|7283 	case|5601 	
cash|7284 	casino|6883 	castle|6192 	casual|5538 	catalog|7050 	catch|5463 	
category|5917 	cattle|5686 	cat|7414 	caught|5547 	cause|6452 	caution|5922 	
cave|7107 	ceiling|6339 	celery|6019 	cement|7250 	census|5647 	century|7367 	
cereal|7168 	certain|7108 	chair|5592 	chalk|6953 	champion|5728 	change|5500 	
chaos|6301 	chapter|6884 	charge|5914 	chase|5449 	chat|6874 	cheap|6685 	
check|6169 	cheese|6665 	chef|5683 	cherry|7036 	chest|5532 	chicken|6555 	
chief|6317 	child|6296 	chimney|6733 	choice|5767 	choose|6777 	chronic|5754 	
chuckle|6401 	chunk|6745 	churn|5801 	cigar|7432 	cinnamon|5478 	circle|6198 	
