2002-02-27-en-bip39-yellow-comfortable-gecko-encode
abandon|7361 	ability|7342 	able|6067 	about|6179 	above|6457 	absent|5904 	
absorb|5801 	abstract|7207 	absurd|5802 	abuse|6614 	access|5448 	accident|7096 	
account|5432 	accuse|6066 	achieve|7214 	acid|6310 	acoustic|7246 	acquire|6722 	
across|7091 	action|6393 	actor|7160 	actress|6425 	actual|5807 	act|6990 	
adapt|5529 	addict|7100 	address|7278 	add|5886 	adjust|5834 	admit|7242 	
adult|6326 	advance|6226 	advice|5906 	aerobic|5773 	affair|6696 	afford|6055 	
afraid|7477 	again|5778 	agent|6514 	age|7282 	agree|6920 	ahead|7076 	
aim|6551 	airport|5910 	air|6427 	aisle|5964 	alarm|6137 	album|6666 	
alcohol|6125 	alert|5786 	alien|5870 	alley|6529 	allow|5443 	all|6192 	
almost|6907 	alone|6677 	alpha|6513 	already|7002 	also|7140 	alter|6177 	
always|5453 	amateur|5496 	amazing|6747 	among|6612 	amount|5930 	amused|6653 	
analyst|5867 	anchor|6463 	ancient|5447 	anger|6745 	angle|6996 	angry|5756 	
animal|6353 	ankle|5758 	announce|6859 	annual|7015 	another|5846 	answer|5451 	
antenna|5869 	antique|7433 	anxiety|6736 	any|6650 	apart|5938 	apology|7147 	
appear|6323 	apple|6053 	approve|6345 	april|5641 	arch|6579 	arctic|6729 	
area|5719 	arena|6206 	argue|7385 	armed|6780 	armor|7107 	army|7389 	
arm|6682 	around|5769 	arrange|7358 	arrest|5820 	arrive|5873 	arrow|6668 	
artefact|6115 	artist|6537 	artwork|6708 	art|7220 	ask|6566 	aspect|6535 	
assault|6478 	asset|6776 	assist|6451 	assume|5580 	asthma|7156 	athlete|7000 	
atom|6895 	attack|5540 	attend|6122 	attitude|6570 	attract|6995 	auction|7037 	
audit|5997 	august|5895 	aunt|7122 	author|5678 	auto|5536 	autumn|6229 	
average|5837 	avocado|7025 	avoid|6769 	awake|6587 	aware|6616 	away|6456 	
awesome|6334 	awful|5440 	awkward|7451 	axis|6136 	baby|5658 	bachelor|6962 	
bacon|6919 	badge|5456 	bag|6526 	balance|6298 	balcony|6199 	ball|6785 	
bamboo|7244 	banana|6198 	banner|7059 	barely|5568 	bargain|5533 	barrel|6127 	
bar|7138 	base|7133 	basic|5548 	basket|5822 	battle|6554 	beach|5555 	
bean|7311 	beauty|5787 	because|6595 	become|6588 	beef|7007 	before|7169 	
begin|6308 	behave|7036 	behind|5507 	believe|5567 	below|5866 	belt|7301 	
bench|6342 	benefit|7209 	best|6182 	betray|6538 	better|6498 	between|7142 	
beyond|5556 	bicycle|7092 	bid|6975 	bike|7154 	bind|7228 	biology|6432 	
bird|7174 	birth|5541 	bitter|7001 	black|6899 	blade|6413 	blame|6240 	
blanket|7081 	blast|6089 	bleak|6562 	bless|5591 	blind|7230 	blood|6815 	
blossom|5988 	blouse|6714 	blue|6910 	blur|6474 	blush|5675 	board|6544 	
boat|6222 	body|7436 	boil|6497 	bomb|5622 	bone|7071 	bonus|6755 	
book|6718 	boost|5726 	border|5949 	boring|5743 	borrow|6746 	boss|5795 	
bottom|5800 	bounce|7387 	box|7320 	boy|5830 	bracket|6955 	brain|5550 	
brand|7297 	brass|6772 	brave|5573 	bread|5485 	breeze|7422 	brick|5479 	
bridge|6275 	brief|5482 	bright|6531 	bring|5909 	brisk|7438 	broccoli|6420 	
broken|5782 	bronze|6522 	broom|6892 	brother|6809 	brown|6391 	brush|7377 	
bubble|6938 	buddy|6372 	budget|6878 	buffalo|6367 	build|7306 	bulb|5597 	
bulk|6897 	bullet|6048 	bundle|7204 	bunker|5740 	burden|7299 	burger|7123 	
burst|6238 	business|5856 	busy|6508 	bus|5444 	butter|6698 	buyer|6357 	
buzz|7117 	cabbage|7247 	cabin|6660 	cable|5896 	cactus|6453 	cage|5845 	
cake|6586 	call|7045 	calm|6594 	camera|5635 	camp|5989 	canal|6575 	
