2002-07-31-en-bip39-green-thankful-oyster-encode
abandon|6585 	ability|6170 	able|5713 	about|5809 	above|6650 	absent|6763 	
absorb|6815 	abstract|7123 	absurd|7469 	abuse|7077 	access|6501 	accident|6495 	
account|6047 	accuse|5681 	achieve|7413 	acid|5623 	acoustic|6758 	acquire|6723 	
across|6950 	action|6864 	actor|7340 	actress|6528 	actual|6471 	act|6403 	
adapt|7149 	addict|5557 	address|5608 	add|5824 	adjust|7474 	admit|6402 	
adult|6247 	advance|7102 	advice|6718 	aerobic|6569 	affair|7141 	afford|6728 	
afraid|6376 	again|6771 	agent|6515 	age|6325 	agree|5871 	ahead|6523 	
aim|5585 	airport|6486 	air|7240 	aisle|6292 	alarm|6542 	album|6157 	
alcohol|6625 	alert|5805 	alien|6373 	alley|6453 	allow|5699 	all|6250 	
almost|6132 	alone|6721 	alpha|6762 	already|6863 	also|6255 	alter|6849 	
always|7249 	amateur|5519 	amazing|7045 	among|5783 	amount|5797 	amused|6823 	
analyst|5672 	anchor|7201 	ancient|7442 	anger|7353 	angle|6059 	angry|6308 	
animal|5480 	ankle|5745 	announce|5812 	annual|6854 	another|7460 	answer|7196 	
antenna|5548 	antique|7113 	anxiety|7408 	any|5483 	apart|6127 	apology|5515 	
appear|5461 	apple|6020 	approve|5702 	april|7062 	arch|6452 	arctic|6765 	
area|6503 	arena|6499 	argue|7407 	armed|6962 	armor|5665 	army|6382 	
arm|5806 	around|6257 	arrange|6727 	arrest|6050 	arrive|7206 	arrow|6394 	
artefact|5799 	artist|7161 	artwork|5659 	art|6051 	ask|5834 	aspect|6371 	
assault|6660 	asset|5525 	assist|6176 	assume|6851 	asthma|6002 	athlete|7031 	
atom|6038 	attack|6583 	attend|6689 	attitude|5662 	attract|5575 	auction|7115 	
audit|6391 	august|5911 	aunt|7260 	author|6701 	auto|5685 	autumn|6902 	
average|6334 	avocado|7467 	avoid|5931 	awake|6407 	aware|5438 	away|6001 	
awesome|5891 	awful|6359 	awkward|7151 	axis|5454 	baby|6180 	bachelor|6875 	
bacon|5697 	badge|5560 	bag|7259 	balance|6136 	balcony|7436 	ball|6107 	
