2002-07-02-en-bip39-white-kind-antelope-encode
abandon|5517 	ability|5775 	able|5653 	about|6148 	above|5576 	absent|6777 	
absorb|5499 	abstract|7049 	absurd|7175 	abuse|7114 	access|7268 	accident|5840 	
account|6649 	accuse|6321 	achieve|7026 	acid|6647 	acoustic|6791 	acquire|7040 	
across|6361 	action|7058 	actor|6068 	actress|7415 	actual|5911 	act|5584 	
adapt|6664 	addict|5693 	address|6828 	add|7068 	adjust|7218 	admit|6430 	
adult|6888 	advance|6509 	advice|7319 	aerobic|5600 	affair|7373 	afford|6757 	
afraid|6279 	again|6685 	agent|5508 	age|7350 	agree|6604 	ahead|6485 	
aim|5454 	airport|6058 	air|7007 	aisle|5891 	alarm|6622 	album|6472 	
alcohol|6965 	alert|6897 	alien|7011 	alley|6422 	allow|5522 	all|6957 	
almost|6773 	alone|7189 	alpha|7222 	already|6837 	also|6931 	alter|7322 	
always|6250 	amateur|5908 	amazing|7340 	among|6915 	amount|6722 	amused|6284 	
analyst|6666 	anchor|5870 	ancient|7216 	anger|6246 	angle|7298 	angry|5740 	
animal|6364 	ankle|5690 	announce|6890 	annual|5448 	another|5774 	answer|7170 	
antenna|5897 	antique|6527 	anxiety|6164 	any|6155 	apart|5758 	apology|6646 	
appear|7478 	apple|6922 	approve|5599 	april|7008 	arch|5631 	arctic|6016 	
area|6731 	arena|5467 	argue|7087 	armed|6104 	armor|6864 	army|6030 	
arm|6762 	around|6971 	arrange|5773 	arrest|7163 	arrive|5837 	arrow|6816 	
artefact|7122 	artist|6521 	artwork|7425 	art|5645 	ask|6179 	aspect|5528 	
assault|6055 	asset|6534 	assist|5643 	assume|6645 	asthma|7081 	athlete|7295 	
atom|7325 	attack|6882 	attend|6310 	attitude|6770 	attract|7307 	auction|5433 	
audit|5685 	august|5719 	aunt|5707 	author|6186 	auto|6171 	autumn|6336 	
average|6621 	avocado|7158 	avoid|6598 	awake|7363 	aware|7021 	away|6231 	
awesome|5810 	awful|6457 	awkward|5636 	axis|5603 	baby|6083 	bachelor|6206 	
bacon|6583 	badge|7381 	bag|6277 	balance|6839 	balcony|7446 	ball|5958 	
bamboo|5463 	banana|7254 	banner|7365 	barely|5536 	bargain|6977 	barrel|5881 	
bar|5867 	base|7105 	basic|5770 	basket|7098 	battle|5956 	beach|6611 	
bean|6438 	beauty|6097 	because|6353 	become|6005 	beef|5855 	before|6829 	
begin|7309 	behave|6003 	behind|5741 	believe|6836 	below|5487 	belt|5552 	
bench|7192 	benefit|7141 	best|5745 	betray|6667 	better|7249 	between|6315 	
beyond|7220 	bicycle|7341 	bid|6556 	bike|6662 	bind|6665 	biology|5989 	
bird|7405 	birth|6121 	bitter|6577 	black|5783 	blade|6443 	blame|7447 	
blanket|6584 	blast|6116 	bleak|6269 	bless|6483 	blind|6290 	blood|6178 	
blossom|7102 	blouse|6448 	blue|6780 	blur|7361 	blush|5966 	board|5972 	
boat|6879 	body|6195 	boil|6495 	bomb|6692 	bone|6354 	bonus|6062 	
book|6533 	boost|5838 	border|5792 	boring|5676 	borrow|5847 	boss|6572 	
bottom|5538 	bounce|5557 	box|6861 	boy|5962 	bracket|5498 	brain|5578 	
brand|5734 	brass|5902 	brave|7013 	bread|5634 	breeze|6166 	brick|6330 	
bridge|7411 	brief|5506 	bright|5702 	bring|7171 	brisk|7230 	broccoli|7250 	
broken|6993 	bronze|5990 	broom|5555 	brother|5532 	brown|6365 	brush|6263 	
bubble|7088 	buddy|7060 	budget|5691 	buffalo|6242 	build|7108 	bulb|6639 	
bulk|6996 	bullet|6370 	bundle|6602 	bunker|6956 	burden|7276 	burger|5873 	
burst|7332 	business|5809 	busy|6688 	bus|6614 	butter|7270 	buyer|7464 	
buzz|6573 	cabbage|6131 	cabin|6779 	cable|7445 	cactus|5854 	cage|5550 	
cake|6567 	call|6137 	calm|6497 	camera|7380 	camp|5671 	canal|7173 	
cancel|6625 	candy|6044 	cannon|7433 	canoe|6106 	canvas|5611 	canyon|6618 	
can|7182 	capable|5799 	capital|7153 	captain|7286 	carbon|6759 	card|6900 	
cargo|6454 	carpet|7162 	carry|6295 	cart|6280 	car|5460 	case|7042 	
cash|5544 	casino|6840 	castle|6613 	casual|5590 	catalog|6182 	catch|6939 	
category|5868 	cattle|6285 	cat|6943 	caught|5496 	cause|6325 	caution|7394 	
cave|7413 	ceiling|6853 	celery|6389 	cement|7269 	census|5790 	century|6856 	
cereal|6095 	certain|5647 	chair|6703 	chalk|6235 	champion|6994 	change|6212 	
chaos|6316 	chapter|6220 	charge|7460 	chase|7312 	chat|5658 	cheap|5706 	
check|5732 	cheese|7149 	chef|5926 	cherry|7168 	chest|7084 	chicken|7265 	
chief|6539 	child|5890 	chimney|7382 	choice|7133 	choose|6041 	chronic|6807 	
chuckle|5432 	chunk|5457 	churn|5451 	cigar|6651 	cinnamon|5456 	circle|5739 	
citizen|5561 	city|5628 	civil|7200 	claim|6529 	clap|6543 	clarify|5915 	
claw|6160 	clay|6877 	clean|5565 	clerk|5523 	clever|5484 	click|7156 	
client|6698 	cliff|6696 	climb|6842 	clinic|7331 	clip|5445 	clock|6012 	
clog|6283 	close|6601 	cloth|6531 	cloud|7169 	clown|7344 	club|7202 	
clump|6686 	cluster|6037 	clutch|7150 	coach|6420 	coast|6691 	coconut|5968 	
code|5981 	coffee|5652 	coil|5887 	coin|7356 	collect|6938 	color|7235 	
column|5476 	combine|6018 	come|5699 	comfort|7017 	comic|5829 	common|6889 	
company|6642 	concert|5617 	conduct|5583 	confirm|7051 	congress|5705 	connect|7306 	
consider|6350 	control|7315 	convince|6033 	cook|6371 	cool|5591 	copper|6409 	
copy|6192 	coral|7106 	core|6689 	corn|5650 	correct|7257 	cost|6562 	
cotton|6506 	couch|5475 	country|5667 	couple|5632 	course|6987 	cousin|6184 	
cover|7241 	coyote|5789 	crack|6385 	cradle|7426 	craft|6015 	cram|5533 	
crane|7285 	crash|6717 	crater|5965 	crawl|6372 	crazy|6232 	cream|5993 	
credit|5701 	creek|6002 	crew|5524 	cricket|5985 	crime|7360 	crisp|6528 	
critic|7090 	crop|6077 	cross|5767 	crouch|7321 	crowd|5514 	crucial|5746 	
cruel|5696 	cruise|5982 	crumble|5832 	crunch|6213 	crush|5787 	crystal|5932 	
cry|6480 	cube|7232 	culture|5900 	cupboard|6459 	cup|7035 	curious|7452 	
current|6188 	curtain|5598 	curve|6870 	cushion|6926 	custom|6488 	cute|6671 	
