2000-12-02-en-bip39-orange-splendid-chicken-encode
abandon|5586 	ability|5731 	able|7335 	about|6054 	above|5871 	absent|7040 	
absorb|6240 	abstract|6642 	absurd|6185 	abuse|6717 	access|7281 	accident|6309 	
account|6068 	accuse|5548 	achieve|7091 	acid|6492 	acoustic|6796 	acquire|6657 	
across|5876 	action|7032 	actor|6894 	actress|6477 	actual|5532 	act|7372 	
adapt|6687 	addict|6958 	address|5707 	add|5777 	adjust|7403 	admit|6851 	
adult|5639 	advance|6498 	advice|7245 	aerobic|5446 	affair|6838 	afford|5664 	
afraid|7307 	again|5958 	agent|5812 	age|7147 	agree|7020 	ahead|6383 	
aim|6199 	airport|6125 	air|5552 	aisle|5455 	alarm|6437 	album|6839 	
alcohol|6469 	alert|7342 	alien|5919 	alley|7006 	allow|6202 	all|6065 	
almost|5736 	alone|6886 	alpha|7420 	already|6603 	also|6967 	alter|5935 	
always|7113 	amateur|6814 	amazing|6466 	among|5795 	amount|5505 	amused|6509 	
analyst|6282 	anchor|6226 	ancient|6950 	anger|7444 	angle|6767 	angry|6142 	
animal|6810 	ankle|6121 	announce|7198 	annual|6861 	another|6495 	answer|5761 	
antenna|7274 	antique|5603 	anxiety|6914 	any|5467 	apart|7244 	apology|6663 	
appear|7036 	apple|6369 	approve|5480 	april|6948 	arch|6690 	arctic|5993 	
area|5553 	arena|6400 	argue|7043 	armed|5870 	armor|6291 	army|5655 	
arm|6924 	around|5758 	arrange|5544 	arrest|6605 	arrive|6986 	arrow|6865 	
artefact|6691 	artist|7474 	artwork|5484 	art|6009 	ask|6092 	aspect|7086 	
assault|6446 	asset|5721 	assist|7132 	assume|6368 	asthma|7399 	athlete|5887 	
atom|7377 	attack|5581 	attend|6007 	attitude|6882 	attract|7170 	auction|5880 	
audit|6207 	august|6051 	aunt|7009 	author|7181 	auto|5685 	autumn|6511 	
average|6427 	avocado|7240 	avoid|7310 	awake|5526 	aware|6515 	away|6869 	
awesome|6819 	awful|6098 	awkward|7433 	axis|5460 	baby|6479 	bachelor|6673 	
bacon|7155 	badge|6934 	bag|5517 	balance|5439 	balcony|6107 	ball|6733 	
bamboo|6387 	banana|5917 	banner|7045 	barely|6801 	bargain|6554 	barrel|5547 	
bar|5708 	base|6807 	basic|6472 	basket|6704 	battle|7419 	beach|5576 	
bean|6834 	beauty|7305 	because|7224 	become|6548 	beef|7161 	before|6585 	
begin|6885 	behave|5476 	behind|7031 	believe|5933 	below|5452 	belt|5877 	
bench|5561 	benefit|6218 	best|6014 	betray|5843 	better|6633 	between|5899 	
beyond|7080 	bicycle|6748 	bid|7106 	bike|6982 	bind|6726 	biology|5751 	
bird|7094 	birth|5787 	bitter|7156 	black|6891 	blade|6170 	blame|5921 	
blanket|6316 	blast|6637 	bleak|6564 	bless|6357 	blind|5503 	blood|5805 	
blossom|6250 	blouse|5539 	blue|7153 	blur|7141 	blush|6908 	board|5780 	
boat|5879 	body|5595 	boil|7324 	bomb|5720 	bone|6277 	bonus|6058 	
book|7000 	boost|6641 	border|6124 	boring|5863 	borrow|5518 	boss|6328 	
bottom|6618 	bounce|5616 	box|6071 	boy|5943 	bracket|6164 	brain|6455 	
brand|5747 	brass|5909 	brave|6165 	bread|7229 	breeze|7097 	brick|5762 	
bridge|5924 	brief|5793 	bright|7211 	bring|7204 	brisk|5906 	broccoli|7169 	
broken|5893 	bronze|6566 	broom|7397 	brother|7205 	brown|5750 	brush|7172 	
bubble|7145 	buddy|5521 	budget|6391 	buffalo|6398 	build|5680 	bulb|7437 	
bulk|7089 	bullet|7375 	bundle|5947 	bunker|7234 	burden|6830 	burger|6699 	
burst|5725 	business|7062 	busy|7225 	bus|5984 	butter|6529 	buyer|7249 	
buzz|6677 	cabbage|6106 	cabin|6661 	cable|7330 	cactus|5528 	cage|6161 	
cake|5745 	call|7199 	calm|6897 	camera|6363 	camp|5752 	canal|7246 	
cancel|7133 	candy|6267 	cannon|7434 	canoe|5626 	canvas|7238 	canyon|6233 	
can|5841 	capable|5622 	capital|7447 	captain|7007 	carbon|6148 	card|5953 	
cargo|6315 	carpet|5796 	carry|6857 	cart|6966 	car|6186 	case|6388 	
cash|5934 	casino|7248 	castle|6680 	casual|7416 	catalog|5582 	catch|7038 	
category|5682 	cattle|5644 	cat|6994 	caught|5781 	cause|5621 	caution|6467 	
cave|6135 	ceiling|5811 	celery|5834 	cement|6035 	census|6952 	century|5807 	
cereal|5898 	certain|6091 	chair|6028 	chalk|6366 	champion|6797 	change|7329 	
chaos|7476 	chapter|6138 	charge|7023 	chase|6643 	chat|6155 	cheap|7298 	
check|5971 	cheese|5530 	chef|6954 	cherry|5631 	chest|6570 	chicken|6669 	
chief|5791 	child|6659 	chimney|6503 	choice|7382 	choose|5641 	chronic|5712 	
chuckle|7110 	chunk|7231 	churn|5974 	cigar|7173 	cinnamon|6856 	circle|6103 	
citizen|6579 	city|7128 	civil|5454 	claim|6945 	clap|6816 	clarify|6087 	
claw|5557 	clay|5562 	clean|6720 	clerk|7005 	clever|6783 	click|7015 	
client|5788 	cliff|7138 	climb|6379 	clinic|7265 	clip|5690 	clock|6959 	
clog|6925 	close|7082 	cloth|7368 	cloud|6640 	clown|5859 	club|7256 	
clump|7134 	cluster|5573 	clutch|5684 	coach|6356 	coast|6666 	coconut|5853 	
code|6496 	coffee|6644 	coil|5700 	coin|6392 	collect|6553 	color|7164 	
column|5783 	combine|6300 	come|6743 	comfort|7232 	comic|5645 	common|5949 	
company|6889 	concert|6984 	conduct|6468 	confirm|5733 	congress|7459 	connect|6225 	
consider|5445 	control|7021 	convince|6485 	cook|6255 	cool|6261 	copper|6604 	
copy|6119 	coral|5596 	core|6034 	corn|5728 	correct|7107 	cost|6223 	
cotton|6033 	couch|5545 	country|7417 	couple|7065 	course|6696 	cousin|5463 	
cover|6139 	coyote|7008 	crack|6764 	cradle|7418 	craft|5868 	cram|6873 	
crane|6991 	crash|7463 	crater|7321 	crawl|7017 	crazy|6301 	cream|5703 	
credit|6992 	creek|7359 	crew|6122 	cricket|6162 	crime|6144 	crisp|5659 	
critic|5485 	crop|5801 	cross|5466 	crouch|6833 	crowd|5806 	crucial|6646 	
cruel|6347 	cruise|7130 	crumble|6080 	crunch|6313 	crush|7228 	crystal|6795 	
cry|6772 	cube|7383 	culture|5651 	cupboard|7196 	cup|6242 	curious|6583 	
current|7405 	curtain|5904 	curve|5609 	cushion|7098 	custom|7464 	cute|6102 	
cycle|6732 	dad|6506 	damage|5809 	damp|5862 	dance|5715 	danger|6326 	
daring|5744 	dash|6190 	daughter|7453 	dawn|7187 	day|5816 	deal|5648 	
debate|5499 	debris|5618 	decade|7243 	december|6762 	decide|5640 	decline|7137 	
decorate|6504 	decrease|5970 	deer|6157 	defense|7408 	define|6312 	defy|5992 	
degree|7432 	delay|7357 	deliver|5997 	demand|5658 	demise|7120 	denial|5719 	
dentist|6047 	deny|5642 	depart|5951 	depend|6634 	deposit|6321 	depth|7066 	
deputy|5675 	derive|6755 	describe|7208 	desert|5489 	design|6866 	desk|5487 	
despair|5531 	destroy|5550 	detail|7415 	detect|6611 	develop|6346 	device|7117 	
devote|6904 	diagram|6039 	dial|5687 	diamond|5854 	diary|6181 	dice|6811 	
diesel|5779 	diet|7221 	differ|6456 	digital|6827 	dignity|5676 	dilemma|5713 	
dinner|7358 	dinosaur|6069 	direct|6537 	dirt|5608 	disagree|6562 	discover|6658 	
disease|6376 	dish|6063 	dismiss|6951 	disorder|6705 	display|7442 	distance|5972 	
divert|5829 	divide|5769 	divorce|7334 	dizzy|5849 	doctor|5629 	document|6758 	
dog|6936 	doll|5808 	dolphin|7337 	domain|7309 	donate|5652 	donkey|5527 	
donor|7144 	door|6236 	dose|5432 	double|5998 	dove|5474 	draft|6672 	
dragon|6627 	drama|7142 	drastic|7344 	draw|6596 	dream|5743 	dress|7446 	
drift|6276 	drill|6848 	drink|7018 	drip|5477 	drive|5504 	drop|5815 	
drum|6449 	dry|7367 	duck|5513 	dumb|6235 	dune|6000 	during|6737 	
dust|7355 	dutch|6905 	duty|5842 	dwarf|6999 	dynamic|5668 	eager|6083 	
eagle|6915 	early|6133 	earn|6382 	earth|7012 	easily|6567 	east|6020 	
easy|6725 	echo|5458 	ecology|6939 	economy|6990 	edge|7407 	edit|5441 	
educate|6789 	effort|5498 	egg|7236 	eight|6693 	either|7119 	elbow|6478 	
elder|6809 	electric|5435 	elegant|6712 	element|5875 	elephant|6794 	elevator|6375 	
elite|6372 	else|7215 	embark|6540 	embody|5874 	embrace|5540 	emerge|6707 	
emotion|6373 	employ|6095 	empower|6443 	empty|7425 	enable|5508 	enact|7121 	
endless|5833 	endorse|7025 	end|6621 	enemy|5565 	energy|6706 	enforce|5922 	
engage|6307 	engine|6152 	enhance|6561 	enjoy|6880 	enlist|5543 	enough|5804 	
enrich|5717 	enroll|7059 	ensure|5638 	enter|5776 	entire|7423 	entry|7010 	
envelope|6926 	episode|7154 	equal|5727 	equip|5960 	erase|5964 	era|6508 	
erode|7440 	erosion|5822 	error|5855 	erupt|5610 	escape|5936 	essay|7351 	
essence|6927 	estate|6457 	eternal|5507 	ethics|7230 	evidence|7158 	evil|7197 	
evoke|6006 	evolve|7064 	exact|7051 	example|5782 	excess|6893 	exchange|5594 	
excite|6050 	exclude|7011 	excuse|5510 	execute|6956 	exercise|7171 	exhaust|7203 	
