2005-10-29-en-bip39-yellow-adventurous-weasel-encode
abandon|5810 	ability|7300 	able|6408 	about|5720 	above|6634 	absent|5745 	
absorb|7215 	abstract|7040 	absurd|6264 	abuse|5702 	access|5711 	accident|7052 	
account|5567 	accuse|7001 	achieve|6489 	acid|5776 	acoustic|6316 	acquire|6732 	
across|6628 	action|6297 	actor|6412 	actress|5886 	actual|6946 	act|5531 	
adapt|6385 	addict|7410 	address|5789 	add|6126 	adjust|7010 	admit|6700 	
adult|5450 	advance|5537 	advice|5581 	aerobic|5487 	affair|7415 	afford|6641 	
afraid|7191 	again|5501 	agent|6006 	age|5996 	agree|7011 	ahead|5757 	
aim|6792 	airport|6274 	air|6882 	aisle|5955 	alarm|7299 	album|5956 	
alcohol|6197 	alert|6206 	alien|5989 	alley|5593 	allow|7140 	all|7245 	
almost|6239 	alone|7006 	alpha|5638 	already|5514 	also|5655 	alter|5991 	
always|6177 	amateur|7350 	amazing|7460 	among|5659 	amount|6863 	amused|6762 	
analyst|5791 	anchor|7458 	ancient|6130 	anger|6429 	angle|7282 	angry|7130 	
animal|7119 	ankle|6538 	announce|6327 	annual|7057 	another|5850 	answer|6085 	
antenna|6912 	antique|7146 	anxiety|5919 	any|6283 	apart|5998 	apology|7061 	
appear|5657 	apple|6425 	approve|6664 	april|6766 	arch|6952 	arctic|5621 	
area|6565 	arena|5939 	argue|7153 	armed|7206 	armor|5633 	army|6758 	
arm|7151 	around|5544 	arrange|6902 	arrest|7085 	arrive|5445 	arrow|6574 	
artefact|6913 	artist|5610 	artwork|6467 	art|6987 	ask|5851 	aspect|6321 	
assault|6123 	asset|6250 	assist|6192 	assume|6569 	asthma|5473 	athlete|5973 	
atom|6861 	attack|6820 	attend|6023 	attitude|7373 	attract|6356 	auction|7047 	
audit|7344 	august|6703 	aunt|6395 	author|6183 	auto|5905 	autumn|6578 	
average|6127 	avocado|5547 	avoid|6801 	awake|5564 	aware|7449 	away|5968 	
awesome|7202 	awful|7371 	awkward|7163 	axis|6962 	baby|6682 	bachelor|5868 	
bacon|6716 	badge|6365 	bag|6268 	balance|7287 	balcony|6218 	ball|5522 	
bamboo|7316 	banana|7265 	banner|6033 	barely|6619 	bargain|6022 	barrel|6648 	
bar|6974 	base|5736 	basic|7328 	basket|6623 	battle|5444 	beach|5631 	
bean|7243 	beauty|6712 	because|6199 	become|6719 	beef|5509 	before|6662 	
begin|5823 	behave|6374 	behind|5645 	believe|6114 	below|5464 	belt|7374 	
bench|7395 	benefit|7229 	best|5752 	betray|5784 	better|7100 	between|6048 	
beyond|6843 	bicycle|5550 	bid|6759 	bike|7263 	bind|6129 	biology|5773 	
bird|6908 	birth|6233 	bitter|6874 	black|7204 	blade|6035 	blame|5910 	
blanket|6407 	blast|6378 	bleak|7082 	bless|6193 	blind|6345 	blood|6389 	
blossom|6967 	blouse|5623 	blue|6613 	blur|6171 	blush|7188 	board|6643 	
boat|6501 	body|5806 	boil|6684 	bomb|6692 	bone|6686 	bonus|7285 	
book|6068 	boost|6453 	border|6772 	boring|6196 	borrow|7428 	boss|5738 	
bottom|5861 	bounce|5553 	box|7150 	boy|6339 	bracket|5627 	brain|5503 	
brand|6447 	brass|6185 	brave|6267 	bread|7452 	breeze|5526 	brick|6219 	
bridge|6371 	brief|7439 	bright|5807 	bring|7152 	brisk|6828 	broccoli|6783 	
broken|5840 	bronze|6001 	broom|6308 	brother|5474 	brown|6170 	brush|6591 	
bubble|5918 	buddy|6825 	budget|5788 	buffalo|7031 	build|6031 	bulb|6144 	
bulk|6581 	bullet|6050 	bundle|6894 	bunker|5826 	burden|5733 	burger|6677 	
burst|5453 	business|7312 	busy|6833 	bus|5630 	butter|7239 	buyer|7172 	
buzz|6798 	cabbage|6554 	cabin|7305 	cable|6008 	cactus|6774 	cage|5527 	
cake|5604 	call|5548 	calm|7385 	camera|5935 	camp|6135 	canal|7241 	
cancel|6156 	candy|7185 	cannon|6632 	canoe|6015 	canvas|6893 	canyon|7199 	
can|6813 	capable|7090 	capital|7380 	captain|5865 	carbon|6743 	card|7098 	
cargo|6362 	carpet|6134 	carry|6226 	cart|6573 	car|6179 	case|5988 	
cash|7053 	casino|5802 	castle|5737 	casual|7454 	catalog|7323 	catch|6941 	
category|7383 	cattle|6485 	cat|6256 	caught|5535 	cause|5674 	caution|5944 	
cave|6417 	ceiling|7310 	celery|5783 	cement|6045 	census|7261 	century|6432 	
cereal|7203 	certain|6660 	chair|6350 	chalk|5580 	champion|6791 	change|5704 	
chaos|6522 	chapter|6745 	charge|6530 	chase|5609 	chat|5549 	cheap|5508 	
check|5518 	cheese|7262 	chef|6871 	cherry|7201 	chest|5486 	chicken|6376 	
chief|7469 	child|7044 	chimney|6672 	choice|6760 	choose|6449 	chronic|7254 	
chuckle|7270 	chunk|5559 	churn|5999 	cigar|7069 	cinnamon|6487 	circle|6324 	
citizen|6673 	city|6877 	civil|5691 	claim|6273 	clap|6101 	clarify|6528 	
claw|7114 	clay|6099 	clean|7000 	clerk|7387 	clever|6446 	click|7368 	
client|7293 	cliff|5713 	climb|6246 	clinic|6404 	clip|7295 	clock|6909 	
clog|5948 	close|6054 	cloth|6784 	cloud|7003 	clown|6194 	club|7127 	
clump|6497 	cluster|7088 	clutch|6158 	coach|6667 	coast|6396 	coconut|7034 	
code|7080 	coffee|7461 	coil|6646 	coin|6857 	collect|6751 	color|6030 	
column|5792 	combine|6777 	come|5668 	comfort|5986 	comic|7425 	common|6353 	
company|7079 	concert|6369 	conduct|6764 	confirm|6505 	congress|6390 	connect|6654 	
consider|6925 	control|5676 	convince|6228 	cook|6558 	cool|5573 	copper|7117 	
copy|6788 	coral|6559 	core|7244 	corn|5808 	correct|5505 	cost|6342 	
cotton|6161 	couch|6459 	country|7097 	couple|5571 	course|7173 	cousin|6675 	
cover|6739 	coyote|5837 	crack|6708 	cradle|6929 	craft|7007 	cram|6504 	
crane|5673 	crash|5900 	crater|6934 	crawl|5591 	crazy|6807 	cream|6518 	
credit|6388 	creek|6666 	crew|6186 	cricket|6991 	crime|6674 	crisp|5967 	
critic|6837 	crop|6426 	cross|7075 	crouch|6164 	crowd|5923 	crucial|5665 	
cruel|6517 	cruise|5867 	crumble|7180 	crunch|7014 	crush|5771 	crystal|7440 	
cry|6010 	cube|6293 	culture|6150 	cupboard|6536 	cup|5700 	curious|6296 	
current|6046 	curtain|6216 	curve|5965 	cushion|6704 	custom|6072 	cute|6587 	
cycle|6730 	dad|7223 	damage|6445 	damp|7409 	dance|5543 	danger|5555 	
daring|6562 	dash|6292 	daughter|5479 	dawn|6875 	day|5921 	deal|6550 	
debate|6494 	debris|6326 	decade|7027 	december|7456 	decide|5997 	decline|6864 	
decorate|5816 	decrease|5949 	deer|7099 	defense|7159 	define|6102 	defy|5751 	
degree|5536 	delay|6424 	deliver|5759 	demand|6204 	demise|7093 	denial|5761 	
dentist|6575 	deny|6900 	depart|7164 	depend|6439 	deposit|5779 	depth|6780 	
deputy|6243 	derive|5780 	describe|6747 	desert|7124 	design|7330 	desk|7271 	
despair|6357 	destroy|6720 	detail|6200 	detect|5902 	develop|5835 	device|5615 	
devote|6688 	diagram|5778 	dial|7107 	diamond|5887 	diary|7056 	dice|5858 	
diesel|7157 	diet|5650 	differ|6650 	digital|6832 	dignity|5842 	dilemma|5763 	
dinner|6433 	dinosaur|5961 	direct|6448 	dirt|5709 	disagree|6753 	discover|6533 	
