1772-01-25-en-bip39-purple-troubled-cheetah-encode
abandon|6958 	ability|5451 	able|7064 	about|5913 	above|5793 	absent|6620 	
absorb|6821 	abstract|6085 	absurd|6399 	abuse|6417 	access|7111 	accident|7344 	
account|5969 	accuse|7388 	achieve|6554 	acid|5734 	acoustic|6266 	acquire|6075 	
across|5554 	action|7375 	actor|6586 	actress|6955 	actual|5566 	act|7305 	
adapt|6832 	addict|5881 	address|6757 	add|7421 	adjust|6565 	admit|7285 	
adult|7463 	advance|6262 	advice|6291 	aerobic|6541 	affair|6391 	afford|6134 	
afraid|6491 	again|5582 	agent|7417 	age|7122 	agree|5553 	ahead|6519 	
aim|5434 	airport|7315 	air|6456 	aisle|5974 	alarm|6882 	album|5619 	
alcohol|6961 	alert|6367 	alien|5533 	alley|6674 	allow|7327 	all|6903 	
almost|6959 	alone|6755 	alpha|6580 	already|6191 	also|5599 	alter|7161 	
always|6153 	amateur|6435 	amazing|5848 	among|6838 	amount|6487 	amused|6452 	
analyst|6940 	anchor|6646 	ancient|5818 	anger|6765 	angle|5620 	angry|7379 	
animal|5841 	ankle|6412 	announce|5440 	annual|6328 	another|5593 	answer|6485 	
antenna|5576 	antique|6346 	anxiety|5843 	any|6908 	apart|6479 	apology|5462 	
appear|6120 	apple|7280 	approve|6583 	april|6104 	arch|6323 	arctic|7328 	
area|6265 	arena|5441 	argue|7095 	armed|7382 	armor|6685 	army|5475 	
arm|5797 	around|6866 	arrange|5524 	arrest|6101 	arrive|6447 	arrow|7256 	
artefact|6393 	artist|6778 	artwork|6335 	art|5914 	ask|6890 	aspect|6723 	
assault|6893 	asset|5816 	assist|6616 	assume|6342 	asthma|5647 	athlete|6166 	
atom|5982 	attack|6165 	attend|6274 	attitude|5688 	attract|6768 	auction|5823 	
audit|5827 	august|7403 	aunt|6851 	author|7173 	auto|6631 	autumn|7163 	
average|7162 	avocado|6304 	avoid|6083 	awake|6144 	aware|6017 	away|6731 	
awesome|6480 	awful|6384 	awkward|6596 	axis|7164 	baby|7218 	bachelor|7439 	
bacon|7387 	badge|6556 	bag|6634 	balance|7049 	balcony|6579 	ball|5806 	
bamboo|7096 	banana|6112 	banner|6156 	barely|7261 	bargain|7338 	barrel|5993 	
bar|5578 	base|6018 	basic|5519 	basket|6351 	battle|6080 	beach|5625 	
bean|6345 	beauty|7364 	because|6806 	become|6437 	beef|5517 	before|6303 	
begin|5689 	behave|6691 	behind|7476 	believe|6785 	below|7183 	belt|5862 	
bench|6293 	benefit|6826 	best|7032 	betray|6171 	better|5580 	between|5474 	
beyond|6486 	bicycle|5635 	bid|7036 	bike|6791 	bind|6140 	biology|7232 	
bird|7121 	birth|6553 	bitter|6597 	black|6673 	blade|5943 	blame|6666 	
blanket|6062 	blast|6498 	bleak|6388 	bless|5465 	blind|5931 	blood|6471 	
blossom|6128 	blouse|5844 	blue|7016 	blur|6963 	blush|6497 	board|6223 	
boat|7138 	body|6650 	boil|5869 	bomb|6996 	bone|5563 	bonus|6912 	
book|6706 	boost|6442 	border|7246 	boring|6221 	borrow|6727 	boss|6968 	
bottom|6710 	bounce|7448 	box|7262 	boy|6192 	bracket|6547 	brain|6149 	
brand|7277 	brass|6630 	brave|5602 	bread|6602 	breeze|7156 	brick|6198 	
bridge|7428 	brief|6372 	bright|7427 	bring|5751 	brisk|6730 	broccoli|6387 	
broken|6840 	bronze|6206 	broom|5941 	brother|7063 	brown|5558 	brush|6930 	
bubble|6888 	buddy|5515 	budget|6880 	buffalo|6188 	build|6201 	bulb|6549 	
bulk|5439 	bullet|7466 	bundle|5798 	bunker|6529 	burden|7144 	burger|5703 	
burst|5726 	business|6010 	busy|6305 	bus|6005 	butter|6327 	buyer|6640 	
buzz|7457 	cabbage|6576 	cabin|6578 	cable|6233 	cactus|7433 	cage|7331 	
cake|5485 	call|7191 	calm|5458 	camera|7038 	camp|6493 	canal|6924 	
cancel|6482 	candy|6546 	cannon|6800 	canoe|7219 	canvas|6378 	canyon|6988 	
can|5954 	capable|6044 	capital|5584 	captain|6789 	carbon|6744 	card|5817 	
cargo|7430 	carpet|7342 	carry|5691 	cart|5704 	car|5435 	case|6987 	
cash|6615 	casino|7341 	castle|7469 	casual|5894 	catalog|6712 	catch|5922 	
category|6307 	cattle|5639 	cat|5700 	caught|7237 	cause|7035 	caution|5662 	
cave|6106 	ceiling|5763 	celery|5747 	cement|5651 	census|6641 	century|6295 	
cereal|6463 	certain|7273 	chair|6917 	chalk|6992 	champion|6067 	change|6318 	
chaos|6573 	chapter|7166 	charge|6002 	chase|6251 	chat|6819 	cheap|6278 	
check|7318 	cheese|6773 	chef|5934 	cherry|7147 	chest|7058 	chicken|6659 	
chief|7271 	child|6200 	chimney|6693 	choice|5834 	choose|6776 	chronic|7419 	
chuckle|6551 	chunk|5547 	churn|6790 	cigar|6124 	cinnamon|7281 	circle|7268 	
citizen|6202 	city|7002 	civil|6990 	claim|6082 	clap|7185 	clarify|6763 	
claw|6624 	clay|7323 	clean|5505 	clerk|6019 	clever|6568 	click|5754 	
client|6239 	cliff|5683 	climb|6898 	clinic|5650 	clip|6460 	clock|5531 	
clog|5901 	close|6686 	cloth|5467 	cloud|5641 	clown|6837 	club|6199 	
clump|6970 	cluster|6060 	clutch|6672 	coach|5499 	coast|6382 	coconut|6151 	
code|7182 	coffee|6321 	coil|5984 	coin|7103 	collect|6353 	color|5804 	
column|6026 	combine|5507 	come|6395 	comfort|6853 	comic|6414 	common|5735 	
company|5528 	concert|5672 	conduct|6379 	confirm|7250 	congress|6105 	connect|6074 	
consider|7235 	control|6679 	convince|6824 	cook|5866 	cool|6606 	copper|6830 	
copy|6370 	coral|7012 	core|6719 	corn|5877 	correct|5587 	cost|5927 	
cotton|7135 	couch|5708 	country|6664 	couple|7478 	course|5737 	cousin|5686 	
cover|5449 	coyote|6872 	crack|6887 	cradle|6593 	craft|5571 	cram|5784 	
crane|6697 	crash|5838 	crater|5945 	crawl|6444 	crazy|6441 	cream|7093 	
credit|7365 	creek|5656 	crew|5769 	cricket|5457 	crime|5668 	crisp|6918 	
critic|5835 	crop|5504 	cross|5463 	crouch|6334 	crowd|6863 	crucial|6117 	
cruel|6340 	cruise|6499 	crumble|6209 	crunch|6506 	crush|6290 	crystal|5795 	
cry|7020 	cube|7054 	culture|6571 	cupboard|5755 	cup|5885 	curious|5870 	
current|6701 	curtain|6786 	curve|7451 	cushion|5710 	custom|6889 	cute|5627 	
cycle|5819 	dad|6818 	damage|6007 	damp|6462 	dance|7142 	danger|5617 	
