1772-09-24-en-bip39-white-naughty-earthworm-encode
abandon|5785 	ability|7351 	able|5826 	about|6452 	above|5647 	absent|6741 	
absorb|5854 	abstract|7451 	absurd|6614 	abuse|6924 	access|7139 	accident|7259 	
account|6780 	accuse|5717 	achieve|6950 	acid|5488 	acoustic|6884 	acquire|5538 	
across|6355 	action|6241 	actor|5703 	actress|5715 	actual|7375 	act|7189 	
adapt|5756 	addict|5677 	address|7456 	add|5641 	adjust|7025 	admit|6503 	
adult|6229 	advance|6745 	advice|6436 	aerobic|7114 	affair|6132 	afford|7027 	
afraid|5995 	again|6583 	agent|7133 	age|7257 	agree|6027 	ahead|6198 	
aim|6719 	airport|5767 	air|7295 	aisle|7394 	alarm|6122 	album|6969 	
alcohol|5487 	alert|6748 	alien|5982 	alley|5943 	allow|6939 	all|5623 	
almost|7082 	alone|5938 	alpha|7355 	already|5571 	also|7104 	alter|5875 	
always|6907 	amateur|5558 	amazing|7306 	among|7440 	amount|6964 	amused|6263 	
analyst|5809 	anchor|5793 	ancient|5848 	anger|5699 	angle|6679 	angry|7350 	
animal|6182 	ankle|6354 	announce|7277 	annual|7405 	another|6337 	answer|7404 	
antenna|7269 	antique|6616 	anxiety|6938 	any|7101 	apart|6118 	apology|7015 	
appear|5762 	apple|5707 	approve|5758 	april|5507 	arch|7188 	arctic|7112 	
area|5482 	arena|6196 	argue|7031 	armed|5846 	armor|5564 	army|6430 	
arm|5976 	around|6506 	arrange|5871 	arrest|5663 	arrive|6486 	arrow|7450 	
artefact|6439 	artist|6163 	artwork|5563 	art|6831 	ask|5942 	aspect|6548 	
assault|6405 	asset|7376 	assist|6012 	assume|6434 	asthma|6327 	athlete|6574 	
atom|6304 	attack|5520 	attend|6300 	attitude|6681 	attract|5788 	auction|7111 	
audit|7211 	august|6367 	aunt|5769 	author|6378 	auto|6988 	autumn|6001 	
average|7102 	avocado|6024 	avoid|7000 	awake|6009 	aware|5693 	away|7155 	
awesome|6471 	awful|5816 	awkward|6845 	axis|5794 	baby|5930 	bachelor|5695 	
bacon|6971 	badge|7220 	bag|5887 	balance|5729 	balcony|6261 	ball|7258 	
bamboo|6103 	banana|6249 	banner|6927 	barely|6416 	bargain|5731 	barrel|6552 	
bar|6492 	base|7349 	basic|6482 	basket|6227 	battle|5580 	beach|6997 	
bean|6460 	beauty|6959 	because|6519 	become|6201 	beef|7439 	before|6756 	
begin|5694 	behave|6841 	behind|5821 	believe|6020 	below|6216 	belt|7159 	
bench|7212 	benefit|5502 	best|6900 	betray|5667 	better|6058 	between|6455 	
beyond|5655 	bicycle|6104 	bid|6050 	bike|6777 	bind|5862 	biology|6311 	
bird|6803 	birth|5709 	bitter|5445 	black|5922 	blade|7272 	blame|6968 	
blanket|6779 	blast|5868 	bleak|6164 	bless|6074 	blind|6172 	blood|6636 	
blossom|7436 	blouse|6291 	blue|6908 	blur|6515 	blush|6715 	board|7099 	
boat|6648 	body|6379 	boil|6226 	bomb|6930 	bone|6040 	bonus|5745 	
book|6423 	boost|5680 	border|6388 	boring|6026 	borrow|6326 	boss|6475 	
bottom|6035 	bounce|6014 	box|5451 	boy|6121 	bracket|6700 	brain|7158 	
brand|5687 	brass|6447 	brave|7457 	bread|5962 	breeze|6859 	brick|7016 	
bridge|7154 	brief|5642 	bright|7043 	bring|6135 	brisk|6008 	broccoli|6547 	
broken|6835 	bronze|6123 	broom|6832 	brother|7251 	brown|5524 	brush|7469 	
bubble|6848 	buddy|5837 	budget|5436 	buffalo|6186 	build|6778 	bulb|6489 	
bulk|6960 	bullet|6902 	bundle|6847 	bunker|7396 	burden|6321 	burger|5584 	
burst|7285 	business|6359 	busy|6542 	bus|6737 	butter|6963 	buyer|7329 	
buzz|6622 	cabbage|5908 	cabin|6384 	cable|5686 	cactus|6919 	cage|7289 	
cake|6450 	call|6148 	calm|6634 	camera|7152 	camp|5899 	canal|5448 	
cancel|6065 	candy|6036 	cannon|6804 	canoe|7120 	canvas|5851 	canyon|5533 	
can|5521 	capable|5517 	capital|5532 	captain|6912 	carbon|7325 	card|7328 	
cargo|6069 	carpet|7270 	carry|6654 	cart|7012 	car|5608 	case|6641 	
cash|6824 	casino|6544 	castle|7252 	casual|6472 	catalog|5685 	catch|5588 	
category|6252 	cattle|5990 	cat|7474 	caught|5480 	cause|5841 	caution|6520 	
cave|7165 	ceiling|5904 	celery|5512 	cement|6850 	census|7409 	century|6451 	
cereal|6175 	certain|6054 	chair|6376 	chalk|6578 	champion|6476 	change|5911 	
chaos|5866 	chapter|7217 	charge|6034 	chase|6052 	chat|6296 	cheap|6312 	
check|7035 	cheese|5633 	chef|7128 	cherry|6818 	chest|6347 	chicken|7343 	
chief|5657 	child|7287 	chimney|7315 	choice|6147 	choose|5849 	chronic|7197 	
chuckle|6798 	chunk|7412 	churn|6783 	cigar|5977 	cinnamon|7234 	circle|7309 	
citizen|7144 	city|7466 	civil|6537 	claim|7081 	clap|6712 	clarify|7029 	
claw|6462 	clay|6628 	clean|5675 	clerk|7395 	clever|6725 	click|6273 	
client|5526 	cliff|7073 	climb|6699 	clinic|6533 	clip|6319 	clock|7410 	
clog|6271 	close|7201 	cloth|5768 	cloud|6309 	clown|6018 	club|7180 	
clump|6921 	cluster|5578 	clutch|7039 	coach|6729 	coast|6792 	coconut|5660 	
code|6718 	coffee|6645 	coil|5928 	coin|6289 	collect|5644 	color|7403 	
column|7415 	combine|5705 	come|6193 	comfort|6409 	comic|6265 	common|7036 	
company|6427 	concert|6665 	conduct|7056 	confirm|6410 	congress|7346 	connect|5797 	
consider|6521 	control|6917 	convince|5638 	cook|5559 	cool|6513 	copper|5599 	
copy|5562 	coral|5570 	core|7042 	corn|6985 	correct|7245 	cost|7117 	
cotton|5944 	couch|5434 	country|7225 	couple|6286 	course|5566 	cousin|5974 	
cover|7077 	coyote|6454 	crack|6809 	cradle|7367 	craft|5988 	cram|6100 	
crane|6936 	crash|6868 	crater|6617 	crawl|7006 	crazy|6760 	cream|7038 	
credit|7132 	creek|5799 	crew|6677 	cricket|5602 	crime|7004 	crisp|6338 	
critic|6083 	crop|5818 	cross|6695 	crouch|6975 	crowd|5704 	crucial|6174 	
cruel|6795 	cruise|5820 	crumble|5845 	crunch|7458 	crush|6882 	crystal|6911 	
cry|6238 	cube|5471 	culture|6364 	cupboard|7373 	cup|5968 	curious|5508 	
current|6643 	curtain|7210 	curve|6318 	cushion|6723 	custom|5505 	cute|6957 	
cycle|6931 	dad|7337 	damage|7372 	damp|7058 	dance|6856 	danger|6529 	
daring|7357 	dash|5535 	daughter|6512 	dawn|7037 	day|5979 	deal|7411 	
debate|6223 	debris|7331 	decade|7388 	december|7244 	decide|7021 	decline|5474 	
decorate|7334 	decrease|6877 	deer|5712 	defense|6073 	define|5852 	defy|6610 	
degree|5940 	delay|6763 	deliver|5441 	demand|7223 	demise|6195 	denial|6849 	
dentist|7292 	deny|6562 	depart|7054 	depend|5733 	deposit|6415 	depth|6244 	
deputy|6869 	derive|5800 	describe|6624 	desert|7221 	design|5590 	desk|7332 	
despair|7338 	destroy|7418 	detail|6535 	detect|5435 	develop|7093 	device|6839 	
devote|7455 	diagram|6720 	dial|6011 	diamond|5653 	diary|5700 	dice|7084 	
diesel|6933 	diet|5895 	differ|6138 	digital|5885 	dignity|5727 	dilemma|6404 	
dinner|5912 	dinosaur|6421 	direct|7293 	dirt|6944 	disagree|7311 	discover|6248 	
disease|5606 	dish|6504 	dismiss|5449 	disorder|6829 	display|5936 	distance|5446 	
divert|6381 	divide|6398 	divorce|5481 	dizzy|6577 	doctor|5662 	document|6005 	
dog|5438 	doll|6605 	dolphin|5489 	domain|5761 	donate|5903 	donkey|6391 	
donor|6726 	door|5710 	dose|5894 	double|7187 	dove|7121 	draft|6883 	
dragon|6361 	drama|6062 	drastic|6523 	draw|6683 	dream|6771 	dress|6325 	
drift|6977 	drill|5604 	drink|6467 	drip|5929 	drive|5815 	drop|7248 	
drum|6294 	dry|7176 	duck|5719 	dumb|7322 	dune|6070 	during|6626 	
dust|5539 	dutch|5812 	duty|5628 	dwarf|7432 	dynamic|7271 	eager|7452 	
eagle|6781 	early|6996 	earn|5630 	earth|6342 	easily|5755 	east|5879 	
easy|6920 	echo|6993 	ecology|5980 	economy|5643 	edge|7020 	edit|5651 	
educate|6425 	effort|6016 	egg|7071 	eight|6989 	either|6761 	elbow|5555 	
elder|6102 	electric|6889 	elegant|6313 	element|6661 	elephant|6755 	elevator|5853 	
elite|6233 	else|5666 	embark|7305 	embody|5659 	embrace|6678 	emerge|6819 	
emotion|7473 	employ|5723 	empower|7479 	empty|6703 	enable|5970 	enact|5941 	
endless|7030 	endorse|5439 	end|6676 	enemy|5437 	energy|7470 	enforce|5888 	
engage|7131 	engine|6457 	enhance|5950 	enjoy|7385 	enlist|6770 	enough|6072 	
enrich|5918 	enroll|7471 	ensure|6023 	enter|6961 	entire|6222 	entry|5465 	
